@ref,@id,@form,@lemma,@postag
Leuven|0041-001|74|1,1,ἴσθι,εἰμί,v2spma---
Leuven|0041-001|74|2,2,οὖν,οὖν,d--------
Leuven|0041-001|74|3,3,",",",",u--------
Leuven|0041-001|74|4,4,ὅτι,ὅτι,c--------
Leuven|0041-001|74|5,5,πάντων,πᾶς,a-p---mg-
Leuven|0041-001|74|6,6,μὲν,μέν,d--------
Leuven|0041-001|74|7,7,ποιεῖται,ποιέω,v3spie---
Leuven|0041-001|74|8,8,λόγον,λόγος,n-s---ma-
Leuven|0041-001|74|9,9,τῶν,ὁ,l-p---mg-
Leuven|0041-001|74|10,10,καὶ,καί,d--------
Leuven|0041-001|74|11,11,μίαν,εἷς,m-s---fa-
Leuven|0041-001|74|12,12,ἡμέραν,ἡμέρα,n-s---fa-
Leuven|0041-001|74|13,13,ὁμιλησάντων,ὁμιλέω,v-papamg-
Leuven|0041-001|74|14,14,Σωκράτει,Σωκράτης,n-s---md-
Leuven|0041-001|74|15,15,",",",",u--------
Leuven|0041-001|74|16,16,οὐδενὶ,οὐδείς,p-s---nd-
Leuven|0041-001|74|17,17,δ’,δέ,d--------
Leuven|0041-001|74|18,18,οὕτως,οὕτως,d--------
Leuven|0041-001|74|19,19,αὑτὸν,ἑαυτοῦ,p-s---ma-
Leuven|0041-001|74|20,20,οἰκειοῖ,οἰκειόω,v3spia---
Leuven|0041-001|74|21,21,",",",",u--------
Leuven|0041-001|74|22,22,ὡς,ὡς,c--------
Leuven|0041-001|74|23,23,τῷ,ὁ,l-s---md-
Leuven|0041-001|74|24,24,μάλιστα,μάλα,d-------s
Leuven|0041-001|74|25,25,ἀπολαύειν,ἀπολαύω,v--pna---
Leuven|0041-001|74|26,26,αὐτοῦ,αὐτός,p-s---mg-
Leuven|0041-001|74|27,27,δυναμένῳ,δύναμαι,v-sppemd-
Leuven|0041-001|74|28,28,.,.,u--------
"""""",29,[0],"""""",""""""
