@ref,@id,@form,@lemma,@postag
Leuven|0041-001|21|1,1,θαυμαστὰ,θαυμαστός,a-p---nn-
Leuven|0041-001|21|2,2,μὲν,μέν,d--------
Leuven|0041-001|21|3,3,οὖν,οὖν,d--------
Leuven|0041-001|21|4,4,καὶ,καί,d--------
Leuven|0041-001|21|5,5,ταῦτα,οὗτος,p-p---nn-
Leuven|0041-001|21|6,6,",",",",u--------
Leuven|0041-001|21|7,7,πολὺ,πολύς,a-s---na-
Leuven|0041-001|21|8,8,δὲ,δέ,d--------
Leuven|0041-001|21|9,9,τούτων,οὗτος,p-p---ng-
Leuven|0041-001|21|10,10,θαυμαστότερόν,θαυμαστός,a-s---nac
Leuven|0041-001|21|11,11,τε,τε,c--------
Leuven|0041-001|21|12,12,καὶ,καί,c--------
Leuven|0041-001|21|13,13,μεῖζον,μέγας,a-s---nac
Leuven|0041-001|21|14,14,ὅπερ,ὅς,p-s---na-
Leuven|0041-001|21|15,15,αὐτὸς,αὐτός,p-s---mn-
Leuven|0041-001|21|16,16,ἐγὼ,ἐγώ,p1s---cn-
Leuven|0041-001|21|17,17,νῦν,νῦν,d--------
Leuven|0041-001|21|18,18,ἐθεασάμην,θεάομαι,v1saim---
Leuven|0041-001|21|19,19,.,.,u--------
Leuven|0041-001|21|20,20,[0],"""""",""""""
"""""",21,[1],"""""",""""""
