@ref,@id,@form,@lemma,@postag
Leuven|0041-001|200|1,1,τίνες,τίς,p-p---cn-
Leuven|0041-001|200|2,2,οὖν,οὖν,d--------
Leuven|0041-001|200|3,3,αἱ,ὁ,l-p---fn-
Leuven|0041-001|200|4,4,διαπόντιοι,διαπόντιος,a-p---fn-
Leuven|0041-001|200|5,5,πρὸς,πρός,r--------
Leuven|0041-001|200|6,6,μόναρχον,μόναρχος,n-s---ma-
Leuven|0041-001|200|7,7,ἐναντιώσεις,ἐναντίωσις,n-p---fn-
Leuven|0041-001|200|8,8,ἀνθρώπου,ἄνθρωπος,n-s---mg-
Leuven|0041-001|200|9,9,μετ’,μετά,r--------
Leuven|0041-001|200|10,10,ὀλίγων,ὀλίγος,a-p---mg-
Leuven|0041-001|200|11,11,οἰκετῶν,οἰκέτης,n-p---mg-
Leuven|0041-001|200|12,12,ἀποδημοῦντος,ἀποδημέω,v-sppamg-
Leuven|0041-001|200|13,13,οὐκ,οὐ,d--------
Leuven|0041-001|200|14,14,ἐγὼ,ἐγώ,p1s---cn-
Leuven|0041-001|200|15,15,ηὕρισκον,εὑρίσκω,v1siia---
Leuven|0041-001|200|16,16,",",",",u--------
Leuven|0041-001|200|17,17,καὶ,καί,c--------
Leuven|0041-001|200|18,18,διὰ,διά,r--------
Leuven|0041-001|200|19,19,τοῦτό,οὗτος,p-s---na-
Leuven|0041-001|200|20,20,γε,γε,d--------
Leuven|0041-001|200|21,21,ἠπόρουν,ἀπορέω,v3piia---
Leuven|0041-001|200|22,22,ἀπολογίας,ἀπολογία,n-s---fg-
Leuven|0041-001|200|23,23,",",",",u--------
Leuven|0041-001|200|24,24,ὅτι,ὅτι,c--------
Leuven|0041-001|200|25,25,οὐδὲν,οὐδείς,p-s---na-
Leuven|0041-001|200|26,26,ἑώρων,ὁράω,v1siia---
Leuven|0041-001|200|27,27,τὸ,ὁ,l-s---na-
Leuven|0041-001|200|28,28,κατηγορούμενον,κατηγορέω,v-sppena-
Leuven|0041-001|200|29,29,.,.,u--------
"""""",30,[0],"""""",""""""
