@ref,@id,@form,@lemma,@postag
Leuven|0041-001|137|1,1,πρότερον,πρότερον,d-------c
Leuven|0041-001|137|2,2,μέν,μέν,d--------
Leuven|0041-001|137|3,3,",",",",u--------
Leuven|0041-001|137|4,4,ὥσπερ,ὥσπερ,c--------
Leuven|0041-001|137|5,5,ἔγραφόν,γράφω,v1siia---
Leuven|0041-001|137|6,6,σοι,σύ,p2s---cd-
Leuven|0041-001|137|7,7,",",",",u--------
Leuven|0041-001|137|8,8,δεκαετίαν,δεκαετία,n-s---fa-
Leuven|0041-001|137|9,9,ἐκπληρώσας,ἐκπληρόω,v-sapamn-
Leuven|0041-001|137|10,10,",",",",u--------
Leuven|0041-001|137|11,11,οὕτως,οὕτως,d--------
Leuven|0041-001|137|12,12,ἐπανέρχεσθαι,ἐπανέρχομαι,v--pne---
Leuven|0041-001|137|13,13,πρὸς,πρός,r--------
Leuven|0041-001|137|14,14,ὑμᾶς,σύ,p2p---ca-
Leuven|0041-001|137|15,15,ἐβουλόμην,βούλομαι,v1siie---
Leuven|0041-001|137|16,16,",",",",u--------
Leuven|0041-001|137|17,17,νῦν,νῦν,d--------
Leuven|0041-001|137|18,18,δὲ,δέ,d--------
Leuven|0041-001|137|19,19,ἀκούσας,ἀκούω,v-sapamn-
Leuven|0041-001|137|20,20,τὴν,ὁ,l-s---fa-
Leuven|0041-001|137|21,21,τυραννίδα,τυραννίς,n-s---fa-
Leuven|0041-001|137|22,22,οὐκ,οὐ,d--------
Leuven|0041-001|137|23,23,ἂν,ἄν,d--------
Leuven|0041-001|137|24,24,ἔτι,ἔτι,d--------
Leuven|0041-001|137|25,25,ὑπομείναιμι,ὑπομένω,v1saoa---
Leuven|0041-001|137|26,26,ἐν,ἐν,r--------
Leuven|0041-001|137|27,27,ἀσφαλεστέρῳ,ἀσφαλής,a-s---mdc
Leuven|0041-001|137|28,28,τῶν,ὁ,l-p---mg-
Leuven|0041-001|137|29,29,πολιτῶν,πολίτης,n-p---mg-
Leuven|0041-001|137|30,30,εἶναι,εἰμί,v--pna---
Leuven|0041-001|137|31,31,",",",",u--------
Leuven|0041-001|137|32,32,ἀλλ’,ἀλλά,c--------
Leuven|0041-001|137|33,33,ᾗ,ᾗ,d--------
Leuven|0041-001|137|34,34,ἂν,ἄν,d--------
Leuven|0041-001|137|35,35,ἄρξῃ,ἄρχω,v3sasa---
Leuven|0041-001|137|36,36,τὸ,ὁ,l-s---nn-
Leuven|0041-001|137|37,37,ἔαρ,ἔαρ,n-s---nn-
Leuven|0041-001|137|38,38,",",",",u--------
Leuven|0041-001|137|39,39,πλευσοῦμαι,πλέω,v1sfim---
Leuven|0041-001|137|40,40,θεοῦ,θεός,n-s---mg-
Leuven|0041-001|137|41,41,σώζοντος,σῴζω,v-sppamg-
Leuven|0041-001|137|42,42,(,̔,u--------
Leuven|0041-001|137|43,43,νῦν,νῦν,d--------
Leuven|0041-001|137|44,44,μὲν,μέν,d--------
Leuven|0041-001|137|45,45,γὰρ,γάρ,d--------
Leuven|0041-001|137|46,46,μεσοῦντος,μεσόω,v-sppamg-
Leuven|0041-001|137|47,47,ἔτι,ἔτι,d--------
Leuven|0041-001|137|48,48,τοῦ,ὁ,l-s---mg-
Leuven|0041-001|137|49,49,χειμῶνος,χειμών,n-s---mg-
Leuven|0041-001|137|50,50,οὐκ,οὐ,d--------
Leuven|0041-001|137|51,51,ἐδυνάμην,δύναμαι,v1siie---
Leuven|0041-001|137|52,52,),̓,u--------
Leuven|0041-001|137|53,53,",",",",u--------
Leuven|0041-001|137|54,54,ἐπεὶ,ἐπεί,c--------
Leuven|0041-001|137|55,55,καὶ,καί,d--------
Leuven|0041-001|137|56,56,τελέως,τέλειος,d--------
Leuven|0041-001|137|57,57,ἄτοπον,ἄτοπος,a-s---nn-
Leuven|0041-001|137|58,58,ὁμοίους,ὅμοιος,a-p---ma-
Leuven|0041-001|137|59,59,ἡμᾶς,ἐγώ,p1p---ca-
Leuven|0041-001|137|60,60,εἶναι,εἰμί,v--pna---
Leuven|0041-001|137|61,61,τοῖς,ὁ,l-p---md-
Leuven|0041-001|137|62,62,ἐπειδάν,ἐπειδάν,c--------
Leuven|0041-001|137|63,63,τι,τις,p-s---nn-
Leuven|0041-001|137|64,64,ταραχθῇ,ταράσσω,v3sasp---
Leuven|0041-001|137|65,65,τῆς,ὁ,l-s---fg-
Leuven|0041-001|137|66,66,πατρίδος,πατρίς,n-s---fg-
Leuven|0041-001|137|67,67,ἀποδιδράσκουσιν,ἀποδιδράσκω,v-pppamd-
Leuven|0041-001|137|68,68,ὅπῃ,ὅπη,d--------
Leuven|0041-001|137|69,69,ἂν,ἄν,d--------
Leuven|0041-001|137|70,70,τύχῃ,τυγχάνω,v3sasa---
Leuven|0041-001|137|71,71,",",",",u--------
Leuven|0041-001|137|72,72,ἀλλὰ,ἀλλά,c--------
Leuven|0041-001|137|73,73,μὴ,μή,d--------
Leuven|0041-001|137|74,74,τότε,τότε,d--------
Leuven|0041-001|137|75,75,μάλιστα,μάλα,d-------s
Leuven|0041-001|137|76,76,παρεῖναι,πάρειμι,v--pna---
Leuven|0041-001|137|77,77,",",",",u--------
Leuven|0041-001|137|78,78,ὅτε,ὅτε,c--------
Leuven|0041-001|137|79,79,ἀνδρῶν,ἀνήρ,n-p---mg-
Leuven|0041-001|137|80,80,ὠφελησόντων,ὠφελέω,v-pfpamg-
Leuven|0041-001|137|81,81,δεῖται,δέω,v3spie---
Leuven|0041-001|137|82,82,.,.,u--------
"""""",83,[0],"""""",""""""
