@ref,@id,@form,@lemma,@postag
Leuven|0041-001|8|1,1,Θράσων,Θράσων,n-s---mn-
Leuven|0041-001|8|2,2,ἐμπορεύεται,ἐμπορεύομαι,v3spie---
Leuven|0041-001|8|3,3,μὲν,μέν,d--------
Leuven|0041-001|8|4,4,τὸν,ὁ,l-s---ma-
Leuven|0041-001|8|5,5,Πόντον,Πόντος,n-s---ma-
Leuven|0041-001|8|6,6,",",",",u--------
Leuven|0041-001|8|7,7,χρηστὸς,χρηστός,a-s---mn-
Leuven|0041-001|8|8,8,δὲ,δέ,d--------
Leuven|0041-001|8|9,9,μᾶλλον,μάλα,d-------c
Leuven|0041-001|8|10,10,ἢ,ἤ,c--------
Leuven|0041-001|8|11,11,κατὰ,κατά,r--------
Leuven|0041-001|8|12,12,τὴν,ὁ,l-s---fa-
Leuven|0041-001|8|13,13,ἐπιτήδευσιν,ἐπιτήδευσις,n-s---fa-
Leuven|0041-001|8|14,14,εἶναί,εἰμί,v--pna---
Leuven|0041-001|8|15,15,μοι,ἐγώ,p1s---cd-
Leuven|0041-001|8|16,16,δοκεῖ,δοκέω,v3spia---
Leuven|0041-001|8|17,17,.,.,u--------
"""""",18,[0],"""""",""""""
