@ref,@id,@form,@lemma,@postag
Leuven|0041-001|141|1,1,ὄντως,ὄντως,d--------
Leuven|0041-001|141|2,2,Κλέαρχος,Κλέαρχος,n-s---mn-
Leuven|0041-001|141|3,3,",",",",u--------
Leuven|0041-001|141|4,4,ὥς,ὡς,c--------
Leuven|0041-001|141|5,5,μοι,ἐγώ,p1s---cd-
Leuven|0041-001|141|6,6,ἔγραφες,γράφω,v2siia---
Leuven|0041-001|141|7,7,",",",",u--------
Leuven|0041-001|141|8,8,οὐχ,οὐ,d--------
Leuven|0041-001|141|9,9,οὕτως,οὕτως,d--------
Leuven|0041-001|141|10,10,Σειληνὸν,Σειληνός,n-s---ma-
Leuven|0041-001|141|11,11,δέδοικε,δείδω,v3sria---
Leuven|0041-001|141|12,12,κατειληφότα,καταλαμβάνω,v-srpama-
Leuven|0041-001|141|13,13,αὐτοῦ,αὐτός,p-s---mg-
Leuven|0041-001|141|14,14,τὸ,ὁ,l-s---na-
Leuven|0041-001|141|15,15,φρούριον,φρούριον,n-s---na-
Leuven|0041-001|141|16,16,ὡς,ὡς,c--------
Leuven|0041-001|141|17,17,ἡμᾶς,ἐγώ,p1p---ca-
Leuven|0041-001|141|18,18,φιλοσοφοῦντας,φιλοσοφέω,v-pppama-
Leuven|0041-001|141|19,19,.,.,u--------
"""""",20,[0],"""""",""""""
