@ref,@id,@form,@lemma,@postag
Leuven|0041-001|191|1,1,ὅταν,ὅταν,c--------
Leuven|0041-001|191|2,2,δέ,δέ,d--------
Leuven|0041-001|191|3,3,τις,τις,p-s---cn-
Leuven|0041-001|191|4,4,δουλωσάμενος,δουλόω,v-sapmmn-
Leuven|0041-001|191|5,5,ἐκδημοκοπήσῃ,ἐκδημοκοπέω,v3sasa---
Leuven|0041-001|191|6,6,τοὺς,ὁ,l-p---ma-
Leuven|0041-001|191|7,7,δουλωθέντας,δουλόω,v-pappma-
Leuven|0041-001|191|8,8,",",",",u--------
Leuven|0041-001|191|9,9,κἂν,κἄν,c--------
Leuven|0041-001|191|10,10,ἀναιρεθῇ,ἀναιρέω,v3sasp---
Leuven|0041-001|191|11,11,ταχέως,ταχύς,d--------
Leuven|0041-001|191|12,12,",",",",u--------
Leuven|0041-001|191|13,13,πολλὰ,πολύς,a-p---na-
Leuven|0041-001|191|14,14,ὅμως,ὅμως,d--------
Leuven|0041-001|191|15,15,ἐγκαταλείπει,ἐγκαταλείπω,v3spia---
Leuven|0041-001|191|16,16,τυραννίδος,τυραννίς,n-s---fg-
Leuven|0041-001|191|17,17,ἐν,ἐν,r--------
Leuven|0041-001|191|18,18,ἑκάστοις,ἕκαστος,a-p---md-
Leuven|0041-001|191|19,19,κακά,κακός,a-p---na-
Leuven|0041-001|191|20,20,",",",",u--------
Leuven|0041-001|191|21,21,ὧν,ὅς,p-p---mg-
Leuven|0041-001|191|22,22,οἳ,ὁ,l-p---mn-
Leuven|0041-001|191|23,23,μὲν,μέν,d--------
Leuven|0041-001|191|24,24,εὖ,εὖ,d--------
Leuven|0041-001|191|25,25,τι,τις,p-s---na-
Leuven|0041-001|191|26,26,ποθοῦντες,ποθέω,v-pppamn-
Leuven|0041-001|191|27,27,πείσεσθαι,πάσχω,v--fnm---
Leuven|0041-001|191|28,28,",",",",u--------
Leuven|0041-001|191|29,29,οἳ,ὁ,l-p---mn-
Leuven|0041-001|191|30,30,δὲ,δέ,d--------
Leuven|0041-001|191|31,31,ἄλλως,ἄλλως,d--------
Leuven|0041-001|191|32,32,δημαγωγηθέντες,δημαγωγέω,v-pappmn-
Leuven|0041-001|191|33,33,τυφλοὶ,τυφλός,a-p---mn-
Leuven|0041-001|191|34,34,τῶν,ὁ,l-p---ng-
Leuven|0041-001|191|35,35,κοινῇ,κοινῇ,d--------
Leuven|0041-001|191|36,36,συμφερόντων,συμφέρω,v-pppang-
Leuven|0041-001|191|37,37,εἰσί,εἰμί,v3ppia---
Leuven|0041-001|191|38,38,",",",",u--------
Leuven|0041-001|191|39,39,καὶ,καί,c--------
Leuven|0041-001|191|40,40,τόν,ὁ,l-s---ma-
Leuven|0041-001|191|41,41,τε,τε,c--------
Leuven|0041-001|191|42,42,ἀναιρεθέντα,ἀναιρέω,v-sappma-
Leuven|0041-001|191|43,43,οἰκτείρουσιν,οἰκτείρω,v3pasa---
Leuven|0041-001|191|44,44,ὡς,ὡς,c--------
Leuven|0041-001|191|45,45,δὴ,δή,d--------
Leuven|0041-001|191|46,46,μέτριον,μέτριος,a-s---ma-
Leuven|0041-001|191|47,47,καὶ,καί,c--------
Leuven|0041-001|191|48,48,τὴν,ὁ,l-s---fa-
Leuven|0041-001|191|49,49,τυραννίδα,τυραννίς,n-s---fa-
Leuven|0041-001|191|50,50,οὐχ,οὐ,d--------
Leuven|0041-001|191|51,51,ὡς,ὡς,c--------
Leuven|0041-001|191|52,52,ἀνήκεστόν,ἀνήκεστος,a-s---na-
Leuven|0041-001|191|53,53,τι,τις,p-s---na-
Leuven|0041-001|191|54,54,φυλάττονται,φυλάσσω,v3ppie---
Leuven|0041-001|191|55,55,κακόν,κακός,a-s---na-
Leuven|0041-001|191|56,56,",",",",u--------
Leuven|0041-001|191|57,57,ἀγνοοῦντες,ἀγνοέω,v-pppamn-
Leuven|0041-001|191|58,58,ὅτι,ὅτι,c--------
Leuven|0041-001|191|59,59,",",",",u--------
Leuven|0041-001|191|60,60,κἂν,κἄν,c--------
Leuven|0041-001|191|61,61,πάντα,πᾶς,a-p---na-
Leuven|0041-001|191|62,62,τις,τις,p-s---cn-
Leuven|0041-001|191|63,63,ᾖ,εἰμί,v3spsa---
Leuven|0041-001|191|64,64,μέτριος,μέτριος,a-s---mn-
Leuven|0041-001|191|65,65,τύραννος,τύραννος,n-s---mn-
Leuven|0041-001|191|66,66,",",",",u--------
Leuven|0041-001|191|67,67,διὰ,διά,r--------
Leuven|0041-001|191|68,68,τοῦτο,οὗτος,p-s---na-
Leuven|0041-001|191|69,69,καταλυτέος,καταλυτέος,a-s---mn-
Leuven|0041-001|191|70,70,ἐστίν,εἰμί,v3spia---
Leuven|0041-001|191|71,71,",",",",u--------
Leuven|0041-001|191|72,72,ὅτι,ὅτι,c--------
Leuven|0041-001|191|73,73,ἔξεστιν,ἔξεστι,v3spia---
Leuven|0041-001|191|74,74,αὐτῷ,αὐτός,p-s---md-
Leuven|0041-001|191|75,75,καὶ,καί,d--------
Leuven|0041-001|191|76,76,χαλεπῷ,χαλεπός,a-s---md-
Leuven|0041-001|191|77,77,εἶναι,εἰμί,v--pna---
Leuven|0041-001|191|78,78,.,.,u--------
Leuven|0041-001|191|79,79,[0],"""""",""""""
"""""",80,[1],"""""",""""""
