@ref,@id,@form,@lemma,@postag
Leuven|0041-001|42|1,1,δεινὸν,δεινός,a-s---nn-
Leuven|0041-001|42|2,2,οὖν,οὖν,d--------
Leuven|0041-001|42|3,3,μοι,ἐγώ,p1s---cd-
Leuven|0041-001|42|4,4,κατεφαίνετο,καταφαίνω,v3siie---
Leuven|0041-001|42|5,5,",",",",u--------
Leuven|0041-001|42|6,6,εἰ,εἰ,c--------
Leuven|0041-001|42|7,7,φιλοσοφήσας,φιλοσοφέω,v-sapamn-
Leuven|0041-001|42|8,8,τ-,ὁ,l-p---na-
Leuven|0041-001|42|9,9,ἄλλα,ἄλλος,p-p---na-
Leuven|0041-001|42|10,10,μὲν,μέν,d--------
Leuven|0041-001|42|11,11,ἀμείνων,ἀμείνων,a-s---mnc
Leuven|0041-001|42|12,12,ἔσομαι,εἰμί,v1sfim---
Leuven|0041-001|42|13,13,",",",",u--------
Leuven|0041-001|42|14,14,θαρραλέος,θαρσαλέος,a-s---mn-
Leuven|0041-001|42|15,15,δ’,δέ,d--------
Leuven|0041-001|42|16,16,οὐκέτι,οὐκέτι,d--------
Leuven|0041-001|42|17,17,οὔτε,οὔτε,c--------
Leuven|0041-001|42|18,18,στρατιώτης,στρατιώτης,n-s---mn-
Leuven|0041-001|42|19,19,εἶναι,εἰμί,v--pna---
Leuven|0041-001|42|20,20,δυνήσομαι,δύναμαι,v1sfim---
Leuven|0041-001|42|21,21,οὔτε,οὔτε,c--------
Leuven|0041-001|42|22,22,ἀριστεύς,ἀριστεύς,n-s---mn-
Leuven|0041-001|42|23,23,",",",",u--------
Leuven|0041-001|42|24,24,εἰ,εἰ,c--------
Leuven|0041-001|42|25,25,δέοι,δέω,v3spoa---
Leuven|0041-001|42|26,26,",",",",u--------
Leuven|0041-001|42|27,27,ἀλλὰ,ἀλλά,c--------
Leuven|0041-001|42|28,28,μεθήσω,μεθίημι,v1sfia---
Leuven|0041-001|42|29,29,ταῦτα,οὗτος,p-p---na-
Leuven|0041-001|42|30,30,πάντα,πᾶς,a-p---na-
Leuven|0041-001|42|31,31,ὥσπερ,ὥσπερ,c--------
Leuven|0041-001|42|32,32,ἐπιλήσμονί,ἐπιλήσμων,a-s---fd_
Leuven|0041-001|42|33,33,τινι,τις,p-s---cd-
Leuven|0041-001|42|34,34,ἐπῳδῇ,ἐπῳδή,n-s---fd-
Leuven|0041-001|42|35,35,παντὸς,πᾶς,a-s---ng-
Leuven|0041-001|42|36,36,ἔργου,ἔργον,n-s---ng-
Leuven|0041-001|42|37,37,λαμπροτέρου,λαμπρός,a-s---ngc
Leuven|0041-001|42|38,38,κηληθεὶς,κηλέω,v-sappmn-
Leuven|0041-001|42|39,39,τῇ,ὁ,l-s---fd-
Leuven|0041-001|42|40,40,φιλοσοφίᾳ,φιλοσοφία,n-s---fd-
Leuven|0041-001|42|41,41,.,.,u--------
"""""",42,[0],"""""",""""""
