@ref,@id,@form,@lemma,@postag
Leuven|0041-001|194|1,1,ἔπεμψα,πέμπω,v1saia---
Leuven|0041-001|194|2,2,δέ,δέ,d--------
Leuven|0041-001|194|3,3,σοι,σύ,p2s---cd-
Leuven|0041-001|194|4,4,καὶ,καί,d--------
Leuven|0041-001|194|5,5,τὸ,ὁ,l-s---na-
Leuven|0041-001|194|6,6,ἀντίγραφον,ἀντίγραφον,n-s---na-
Leuven|0041-001|194|7,7,τῆς,ὁ,l-s---fg-
Leuven|0041-001|194|8,8,πρὸς,πρός,r--------
Leuven|0041-001|194|9,9,τὸν,ὁ,l-s---ma-
Leuven|0041-001|194|10,10,Κλέαρχον,Κλέαρχος,n-s---ma-
Leuven|0041-001|194|11,11,ἐπιστολῆς,ἐπιστολή,n-s---fg-
Leuven|0041-001|194|12,12,",",",",u--------
Leuven|0041-001|194|13,13,διθυραμβικωτέραν,διθυραμβικός,a-s---fac
Leuven|0041-001|194|14,14,ποιήσας,ποιέω,v-sapamn-
Leuven|0041-001|194|15,15,ἐπίτηδες,ἐπίτηδες,d--------
Leuven|0041-001|194|16,16,αὐτήν,αὐτός,p-s---fa-
Leuven|0041-001|194|17,17,",",",",u--------
Leuven|0041-001|194|18,18,ἵν’,ἵνα,c--------
Leuven|0041-001|194|19,19,ἡμῶν,ἐγώ,p1p---cg-
Leuven|0041-001|194|20,20,καταφρονῇ,καταφρονέω,v3spsa---
Leuven|0041-001|194|21,21,ὡς,ὡς,c--------
Leuven|0041-001|194|22,22,λογομανούντων,λογομανέω,v-pppamg-
Leuven|0041-001|194|23,23,τελέως,τέλειος,d--------
Leuven|0041-001|194|24,24,.,.,u--------
"""""",25,[0],"""""",""""""
