@ref,@id,@form,@lemma,@postag
Leuven|2003-001|11|1,1,ἅπαντες,ἅπας,a-p---mn-
Leuven|2003-001|11|2,2,γάρ,γάρ,d--------
Leuven|2003-001|11|3,3,σχεδόν,σχεδόν,d--------
Leuven|2003-001|11|4,4,οἱ,ὁ,l-p---mn-
Leuven|2003-001|11|5,5,περί,περί,r--------
Leuven|2003-001|11|6,6,παιδείαν,παιδεία,n-s---fa-
Leuven|2003-001|11|7,7,διατρίβοντες,διατρίβω,v-pppamn-
Leuven|2003-001|11|8,8,σε,σύ,p2s---ca-
Leuven|2003-001|11|9,9,ἐν,ἐν,r--------
Leuven|2003-001|11|10,10,μέτρῳ,μέτρον,n-s---nd-
Leuven|2003-001|11|11,11,καί,καί,c--------
Leuven|2003-001|11|12,12,καταλογάδην,καταλογάδην,d--------
Leuven|2003-001|11|13,13,ὑμνοῦσιν,ὑμνέω,v3ppia---
Leuven|2003-001|11|14,14,",",",",u--------
Leuven|2003-001|11|15,15,οἱ,ὁ,l-p---mn-
Leuven|2003-001|11|16,16,μέν,μέν,d--------
Leuven|2003-001|11|17,17,ἅπαντα,ἅπας,a-p---na-
Leuven|2003-001|11|18,18,περιλαβεῖν,περιλαμβάνω,v--ana---
Leuven|2003-001|11|19,19,ἐν,ἐν,r--------
Leuven|2003-001|11|20,20,βραχεῖ,βραχύς,a-s---nd-
Leuven|2003-001|11|21,21,τολμῶντες,τολμάω,v-pppamn-
Leuven|2003-001|11|22,22,",",",",u--------
Leuven|2003-001|11|23,23,οἱ,ὁ,l-p---mn-
Leuven|2003-001|11|24,24,δέ,δέ,d--------
Leuven|2003-001|11|25,25,μέρεσιν,μέρος,n-p---nd-
Leuven|2003-001|11|26,26,αὑτούς,ἑαυτοῦ,p-p---ma-
Leuven|2003-001|11|27,27,ἐπιδόντες,ἐπιδίδωμι,v-papamn-
Leuven|2003-001|11|28,28,τῶν,ὁ,l-p---fg-
Leuven|2003-001|11|29,29,πράξεων,πρᾶξις,n-p---fg-
Leuven|2003-001|11|30,30,ἀρκεῖν,ἀρκέω,v--pna---
Leuven|2003-001|11|31,31,ᾠήθησαν,οἴομαι,v3paip---
Leuven|2003-001|11|32,32,",",",",u--------
Leuven|2003-001|11|33,33,εἰ,εἰ,c--------
Leuven|2003-001|11|34,34,τούτων,οὗτος,p-p---fg-
Leuven|2003-001|11|35,35,τῆς,ὁ,l-s---fg-
Leuven|2003-001|11|36,36,ἀξίας,ἀξία,n-s---fg-
Leuven|2003-001|11|37,37,μή,μή,d--------
Leuven|2003-001|11|38,38,διαμάρτοιεν,διαμαρτάνω,v3paoa---
Leuven|2003-001|11|39,39,.,.,u--------
