,@id,@form,@lemma,@postag,@relation
0,1,παρώξυνεν,παροξύνω,v3saia---,PRED
1,2,δὲ,δέ,d--------,AuxY
2,3,Ἡρώδην,Ἡρώδης,n-s---ma-,SBJ
3,4,οὐκ,οὐ,d--------,AuxZ
4,5,αὐτὸς,αὐτός,p-s---mn-,SBJ
5,6,ἀντιποιούμενος,ἀντιποιέω,v-sppemn-,ADV_CO
6,7,βασιλείας,βασίλεια,n-s---fg-,OBJ
7,8,",",punc1,u--------,AuxX
8,9,ἀλλ᾽,ἀλλά,c--------,COORD
9,10,ἐπεὶ,ἐπεί,c--------,AuxC
10,11,τὸ,ὁ,l-s---nn-,ATR
11,12,βασιλεύειν,βασιλεύω,v--pna---,SBJ
12,13,ἐπέβαλλεν,ἐπιβάλλω,v3siia---,ADV_CO
13,14,αὐτῷ,αὐτός,p-s---md-,OBJ
14,15,.,punc1,u--------,AuxK
