,@id,@form,@lemma,@postag,@relation
0,1,σκεπτέσθω,σκέπτομαι,v3spme---,PRED
1,2,δ᾽,δέ,d--------,AuxY
2,3,ἕκαστος,ἕκαστος,a-s---mn-,SBJ
3,4,τήν,ὁ,l-s---fa-,ATR
4,5,τε,τε,d--------,AuxY
5,6,ἡλικίαν,ἡλικία,n-s---fa-,OBJ_CO
6,7,μου,ἐγώ,p1s---mg-,ATR
7,8,καὶ,καί,d--------,AuxY
8,9,τὴν,ὁ,l-s---fa-,ATR
9,10,ἀγωγὴν,ἀγωγή,n-s---fa-,OBJ_CO
10,11,τοῦ,ὁ,l-s---mg-,ATR
11,12,βίου,βίος,n-s---mg-,ATR
12,13,καὶ,καί,c--------,COORD
13,14,τὴν,ὁ,l-s---fa-,ATR
14,15,εὐσέβειαν,εὐσέβεια,n-s---fa-,OBJ_CO
15,16,:,punc1,u--------,AuxK
