@id,@form,@lemma,@postag
1,φημὶ,φημί,v1spia---
2,δὲ,δέ,d--------
3,καὶ,καί,d-------_
4,Βοιωτὸν,Βοιωτός,n-s---ma-
5,ἀποπρολιπόντα,ἀπό-προλείπω,v-sapama-
6,μέλαθρον,μέλαθρον,n-s---na-
7,Ἡσίοδον,Ἡσίοδος,n-s---ma-
8,",",punc1,u--------
9,πάσης,πᾶς,a-s---fg-
10,ἤρανον,ἤρανος,n-s---ma-
11,ἱστορίης,ἱστορία,n-s---fg-
12,",",punc1,u--------
13,Ἀσκραίων,Ἀσκραῖος,a-p---mg-
14,ἐσικέσθαι,εἰσικνέομαι,v--anm---
15,ἐρῶνθ᾽,ἐράω1,v-sppama-
16,Ἑλικωνίδα,Ἑλικωνιάδες,n-s---fa-
17,κώμην,κώμη,n-s---fa-
18,;,punc1,u--------
