,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0062-015|229|1,1,ἐκεῖνό,ἐκεῖνος,p-s---na-,OBJ
1,Leuven|0062-015|229|2,2,γε,γε,d--------,AuxZ
2,Leuven|0062-015|229|3,3,μὴν,μήν,d--------,AuxZ
3,Leuven|0062-015|229|4,4,μεμάθηκα,μανθάνω,v1sria---,PRED
4,Leuven|0062-015|229|5,5,ἤδη,ἤδη,d--------,ADV
6,Leuven|0062-015|229|7,7,ὡς,ὡς,c--------,AuxC
7,Leuven|0062-015|229|8,8,οὐκ,οὐ,d--------,AuxZ
8,Leuven|0062-015|229|9,9,ἀσφαλὲς,ἀσφαλής,a-s---nn-,PNOM
9,Leuven|0062-015|229|10,10,ἄπρακτον,ἄπρακτος,a-s---ma-,PNOM
10,Leuven|0062-015|229|11,11,ὄντα,εἰμί,v-sppama-,ADV
11,Leuven|0062-015|229|12,12,συνεστιᾶσθαι,συνεστιάω,v--pne---,SBJ
12,Leuven|0062-015|229|13,13,τοιούτοις,τοιοῦτος,p-p---md-,ATR
13,Leuven|0062-015|229|14,14,σοφοῖς,σοφός,a-p---md-,OBJ
