,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0062-015|214|1,1,μέγιστον,μέγας,a-s---nn-,PNOM
1,Leuven|0062-015|214|2,2,δὲ,δέ,d--------,AuxY
2,Leuven|0062-015|214|3,3,ἦν,εἰμί,v3siia---,PRED
3,Leuven|0062-015|214|4,4,ἁπάντων,ἅπας,a-p---ng-,ATR
4,Leuven|0062-015|214|5,5,κακῶν,κακός,a-p---ng-,ATR
5,Leuven|0062-015|214|6,6,ὁ,ὁ,l-s---mn-,ATR
6,Leuven|0062-015|214|7,7,Ἀλκιδάμας,Ἀλκιδάμας,n-s---mn-,SBJ
8,Leuven|0062-015|214|9,9,ἐπεὶ,ἐπεί,c--------,AuxC
9,Leuven|0062-015|214|10,10,ἅπαξ,ἅπαξ,d--------,ADV
10,Leuven|0062-015|214|11,11,τὸ,ὁ,l-s---na-,ATR
11,Leuven|0062-015|214|12,12,καθ’,κατά,r--------,AuxP
12,Leuven|0062-015|214|13,13,αὑτὸν,ἑαυτοῦ,p-s---ma-,OBJ
13,Leuven|0062-015|214|14,14,ἐτρέψατο,τρέπω,v3saim---,ADV
15,Leuven|0062-015|214|16,16,παίων,παίω,v-sppamn-,ADV
16,Leuven|0062-015|214|17,17,τὸν,ὁ,l-s---ma-,ATR
17,Leuven|0062-015|214|18,18,προστυχόντα,προστυγχάνω,v-sapama-,OBJ
18,Leuven|0062-015|214|19,19,·,·,u--------,AuxK
