@ref,@id,@form,@lemma,@postag
Leuven|0537-012|8|1,1,πρῶτον,πρῶτος,a-s---na-
Leuven|0537-012|8|2,2,μέν,μέν,d--------
Leuven|0537-012|8|3,3,τόν,ὁ,l-s---ma-
Leuven|0537-012|8|4,4,θεόν,θεός,n-s---ma-
Leuven|0537-012|8|5,5,ζῷον,ζῷον,n-s---na-
Leuven|0537-012|8|6,6,ἄφθαρτον,ἄφθαρτος,a-s---na-
Leuven|0537-012|8|7,7,καί,καί,c--------
Leuven|0537-012|8|8,8,μακάριον,μακάριος,a-s---na-
Leuven|0537-012|8|9,9,νομίζων,νομίζω,v-sppamn-
Leuven|0537-012|8|10,10,",",",",u--------
Leuven|0537-012|8|11,11,ὡς,ὡς,c--------
Leuven|0537-012|8|12,12,ἡ,ὁ,l-s---fn-
Leuven|0537-012|8|13,13,κοινή,κοινός,a-s---fn-
Leuven|0537-012|8|14,14,τοῦ,ὁ,l-s---mg-
Leuven|0537-012|8|15,15,θεοῦ,θεός,n-s---mg-
Leuven|0537-012|8|16,16,νόησις,νόησις,n-s---fn-
Leuven|0537-012|8|17,17,ὑπεγράφη,ὑπογράφω,v3saip---
Leuven|0537-012|8|18,18,",",",",u--------
Leuven|0537-012|8|19,19,μηθέν,μηδείς,a-s---na-
Leuven|0537-012|8|20,20,μήτε,μήτε,c--------
Leuven|0537-012|8|21,21,τῆς,ὁ,l-s---fg-
Leuven|0537-012|8|22,22,ἀφθαρσίας,ἀφθαρσία,n-s---fg-
Leuven|0537-012|8|23,23,ἀλλότριον,ἀλλότριος,a-s---na-
Leuven|0537-012|8|24,24,μήτε,μήτε,c--------
Leuven|0537-012|8|25,25,τῆς,ὁ,l-s---fg-
Leuven|0537-012|8|26,26,μακαριότητος,μακαριότης,n-s---fg-
Leuven|0537-012|8|27,27,ἀνοίκειον,ἀνοίκειος,a-s---na-
Leuven|0537-012|8|28,28,αὐτῷ,αὐτός,p-s---md-
Leuven|0537-012|8|29,29,πρόσαπτε,προσάπτω,v2spma---
Leuven|0537-012|8|30,30,·,·,u--------
