@ref,@id,@form,@lemma,@postag,@relation
Leuven|0058-001|83|1,1,πρῶτον,πρῶτος,a-s---na-,ADV
Leuven|0058-001|83|2,2,μὲν,μέν,d--------,AuxY
Leuven|0058-001|83|3,3,χρὴ,χρή,v3spia---,PRED
Leuven|0058-001|83|4,4,σώμασι,σῶμα,n-p---nd-,ADV
Leuven|0058-001|83|5,5,τόπους,τόπος,n-p---ma-,OBJ
Leuven|0058-001|83|6,6,τινὰς,τις,p-p---ca-,ATR
Leuven|0058-001|83|7,7,τῆς,ὁ,l-s---fg-,ATR
Leuven|0058-001|83|8,8,οἰκείας,οἰκεῖος,a-s---fg-,ATR
Leuven|0058-001|83|9,9,χώρας,χώρα,n-s---fg-,ATR
Leuven|0058-001|83|10,10,καταλαβεῖν,καταλαμβάνω,v--ana---,SBJ_CO
Leuven|0058-001|83|11,11,",",",",u--------,AuxX
Leuven|0058-001|83|12,12,ἔπειτα,ἔπειτα,d--------,ADV
Leuven|0058-001|83|13,13,ἐκκλησιάσαντα,ἐκκλησιάζω,v-sapama-,ADV
Leuven|0058-001|83|14,14,τοὺς,ὁ,l-p---ma-,ATR
Leuven|0058-001|83|15,15,αὑτοῦ,ἑαυτοῦ,p-s---mg-,ATR
Leuven|0058-001|83|16,16,στρατιώτας,στρατιώτης,n-p---ma-,OBJ_CO
Leuven|0058-001|83|17,17,ἢ,ἤ1,c--------,COORD
Leuven|0058-001|83|18,18,πολίτας,πολίτης,n-p---ma-,OBJ_CO
Leuven|0058-001|83|19,19,ἄλλα,ἄλλος,p-p---na-,OBJ_CO
Leuven|0058-001|83|20,20,τε,τε,c--------,COORD
Leuven|0058-001|83|21,21,προειπεῖν,προλέγω,v--ana---,SBJ_CO
Leuven|0058-001|83|22,22,αὐτοῖς,αὐτός,p-p----d-,OBJ
Leuven|0058-001|83|23,23,",",",",u--------,AuxX
Leuven|0058-001|83|24,24,ὡς,ὡς,c--------,AuxZ
Leuven|0058-001|83|25,25,ὑπαρχούσης,ὑπάρχω,v-sppafg-,ADV
Leuven|0058-001|83|26,26,τινὸς,τις,p-s---cg-,ATR
Leuven|0058-001|83|27,27,αὐτοῖς,αὐτός,p-p---md-,OBJ
Leuven|0058-001|83|28,28,πράξεως,πρᾶξις,n-s---fg-,SBJ
Leuven|0058-001|83|29,29,εἰς,εἰς,r--------,AuxP
Leuven|0058-001|83|30,30,τοὺς,ὁ,l-p---ma-,ATR
Leuven|0058-001|83|31,31,πολεμίους,πολέμιος,a-p---ma-,ATR
Leuven|0058-001|83|32,32,",",",",u--------,AuxX
Leuven|0058-001|83|33,33,καὶ,καί,c--------,COORD
Leuven|0058-001|83|34,34,ὅταν,ὅταν,c--------,AuxC
Leuven|0058-001|83|35,35,νυκτὸς,νύξ,n-s---fg-,ADV
Leuven|0058-001|83|36,36,σημάνῃ,σημαίνω,v3sasa---,ADV
Leuven|0058-001|83|37,37,τῇ,ὁ,l-s---fd-,ATR
Leuven|0058-001|83|38,38,σάλπιγγι,σάλπιγξ,n-s---fd-,ADV
Leuven|0058-001|83|39,39,",",",",u--------,AuxX
Leuven|0058-001|83|40,40,ἑτοίμους,ἑτοῖμος,a-p---ma-,PNOM
Leuven|0058-001|83|41,41,εἶναι,εἰμί,v--pna---,OBJ_CO
Leuven|0058-001|83|42,42,τοὺς,ὁ,l-p---ma-,SBJ
Leuven|0058-001|83|43,43,ἐν,ἐν,r--------,AuxP
Leuven|0058-001|83|44,44,τῇ,ὁ,l-s---fd-,ATR
Leuven|0058-001|83|45,45,ἡλικίᾳ,ἡλικία,n-s---fd-,ATR
Leuven|0058-001|83|46,46,",",",",u--------,AuxX
Leuven|0058-001|83|47,47,ἀναλαβόντας,ἀναλαμβάνω,v-papama-,ADV_CO
Leuven|0058-001|83|48,48,τὰ,ὁ,l-p---na-,ATR
Leuven|0058-001|83|49,49,ὅπλα,ὅπλον,n-p---na-,OBJ
Leuven|0058-001|83|50,50,καὶ,καί,c--------,COORD
Leuven|0058-001|83|51,51,ἀθροισθέντας,ἀθροίζω,v-pappma-,ADV_CO
Leuven|0058-001|83|52,52,εἰς,εἰς,r--------,AuxP
Leuven|0058-001|83|53,53,χωρίον,χωρίον,n-s---na-,OBJ
Leuven|0058-001|83|54,54,ῥητὸν,ῥητός,a-s---na-,ATR
Leuven|0058-001|83|55,55,ἕπεσθαι,ἕπομαι,v--pne---,SBJ
Leuven|0058-001|83|56,56,τῷ,ὁ,l-s---nd-,ATR
Leuven|0058-001|83|57,57,ἡγουμένῳ,ἡγέομαι,v-sppend-,ADV
Leuven|0058-001|83|58,58,.,.,u--------,AuxK
