,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0559-002|210|1,1,ὅταν,ὅταν,c--------,AuxC
1,Leuven|0559-002|210|2,2,ἄρα,ἄρα,d--------,AuxY
2,Leuven|0559-002|210|3,3,ἐπιστραφέντος,ἐπιστρέφω,v-sappmg-,ADV
3,Leuven|0559-002|210|4,4,τοῦ,ὁ,l-s---mg-,ATR
4,Leuven|0559-002|210|5,5,Διονύσου,Διόνυσος,n-s---mg-,SBJ
5,Leuven|0559-002|210|6,6,γένηται,γίγνομαι,v3sasm---,ADV
6,Leuven|0559-002|210|7,7,τὰ,ὁ,l-p---na-,ATR
7,Leuven|0559-002|210|8,8,Ε,Ε,n--------,APOS_CO
9,Leuven|0559-002|210|10,10,Ζ,Ζ,n--------,APOS_CO
10,Leuven|0559-002|210|11,11,τρυπήματα,τρύπημα,n-p---na-,SBJ
11,Leuven|0559-002|210|12,12,κατὰ,κατά,r--------,AuxP
12,Leuven|0559-002|210|13,13,τὰ,ὁ,l-p---na-,ADV
13,Leuven|0559-002|210|14,14,Β,Β,n--------,APOS_CO
15,Leuven|0559-002|210|16,16,Γ,Γ,n--------,APOS_CO
17,Leuven|0559-002|210|18,18,καὶ,καί,c--------,AuxY
18,Leuven|0559-002|210|19,19,πάλιν,πάλιν,d--------,ADV
19,Leuven|0559-002|210|20,20,ἀνοιχθήσεται,ἀνοίγνυμι,v3sfip---,PRED_CO
20,Leuven|0559-002|210|21,21,ἡ,ὁ,l-s---fn-,ATR
21,Leuven|0559-002|210|22,22,ϚΤ,ϚΤ,n--------,APOS
22,Leuven|0559-002|210|23,23,κλεὶς,κλείς,n-s---fn-,SBJ
24,Leuven|0559-002|210|25,25,καὶ,καί,c--------,COORD
25,Leuven|0559-002|210|26,26,ῥεύσει,ῥέω,v3sfia---,PRED_CO
26,Leuven|0559-002|210|27,27,ὁμοίως,ὅμοιος,d--------,ADV
27,Leuven|0559-002|210|28,28,ὅ,ὁ,l-s---mn-,ATR
28,Leuven|0559-002|210|29,29,τε,τε,c--------,AuxY
29,Leuven|0559-002|210|30,30,οἶνος,οἶνος,n-s---mn-,SBJ_CO
30,Leuven|0559-002|210|31,31,καὶ,καί,c--------,COORD
31,Leuven|0559-002|210|32,32,τὸ,ὁ,l-s---na-,ATR
32,Leuven|0559-002|210|33,33,γάλα,γάλα,n-s---nn-,SBJ_CO
