,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0559-002|431|1,1,ἔσται,εἰμί,v3sfim---,PRED
1,Leuven|0559-002|431|2,2,ἡμῖν,ἐγώ,p1p---cd-,OBJ
2,Leuven|0559-002|431|3,3,ἐπὶ,ἐπί,r--------,AuxP
3,Leuven|0559-002|431|4,4,τοῦ,ὁ,l-s---ng-,ATR
4,Leuven|0559-002|431|5,5,ἐπιστύλου,ἐπίστυλον,n-s---ng-,ADV_CO
5,Leuven|0559-002|431|6,6,καὶ,καί,c--------,COORD
6,Leuven|0559-002|431|7,7,τῶν,ὁ,l-p---fg-,ATR
7,Leuven|0559-002|431|8,8,τριγλύφων,τρίγλυφος,n-p---fg-,ADV_CO
8,Leuven|0559-002|431|9,9,σανὶς,σανίς,n-s---fn-,SBJ
9,Leuven|0559-002|431|10,10,ἐπισκοτοῦσα,ἐπισκοτέω,v-sppafn-,ATR
10,Leuven|0559-002|431|11,11,δι’,διά,r--------,AuxP
11,Leuven|0559-002|431|12,12,ὅλου,ὅλος,a-s---mg-,ATR
12,Leuven|0559-002|431|13,13,τοῦ,ὁ,l-s---mg-,ATR
13,Leuven|0559-002|431|14,14,πίνακος,πίναξ,n-s---mg-,ADV
15,Leuven|0559-002|431|16,16,ἥτις,ὅστις,p-s---fn-,SBJ
16,Leuven|0559-002|431|17,17,ἐπικαλύψει,ἐπικαλύπτω,v3sfia---,ATR
17,Leuven|0559-002|431|18,18,τήν,ὁ,l-s---fa-,ATR
18,Leuven|0559-002|431|19,19,τε,τε,c--------,AuxY
19,Leuven|0559-002|431|20,20,ἐξελίκτραν,ἐξελίκτρα,n-s---fa-,OBJ_CO
20,Leuven|0559-002|431|21,21,τὴν,ὁ,l-s---fa-,ATR
21,Leuven|0559-002|431|22,22,τὸν,ὁ,l-s---ma-,ATR
22,Leuven|0559-002|431|23,23,παράπλουν,παράπλοος,n-s---ma-,OBJ
23,Leuven|0559-002|431|24,24,ἄγουσαν,ἄγω,v-sppafa-,ATR
24,Leuven|0559-002|431|25,25,καὶ,καί,c--------,AuxY
25,Leuven|0559-002|431|26,26,τὴν,ὁ,l-s---fa-,ATR
26,Leuven|0559-002|431|27,27,τοῦ,ὁ,l-s---ng-,ATR
27,Leuven|0559-002|431|28,28,πυρὸς,πῦρ,n-s---ng-,ATR
28,Leuven|0559-002|431|29,29,πραγματείαν,πραγματεία,n-s---fa-,OBJ_CO
29,Leuven|0559-002|431|30,30,καὶ,καί,c--------,COORD
30,Leuven|0559-002|431|31,31,τὴν,ὁ,l-s---fa-,ATR
31,Leuven|0559-002|431|32,32,τῆς,ὁ,l-s---fg-,ATR
32,Leuven|0559-002|431|33,33,μηχανῆς,μηχανή,n-s---fg-,ATR
33,Leuven|0559-002|431|34,34,ἔπαρσιν,ἔπαρσις,n-s---fa-,OBJ_CO
35,Leuven|0559-002|431|36,36,ἵνα,ἵνα,c--------,AuxC
36,Leuven|0559-002|431|37,37,μηδὲν,μηδείς,p-s---nn-,SBJ
37,Leuven|0559-002|431|38,38,τῶν,ὁ,l-p---ng-,ATR
38,Leuven|0559-002|431|39,39,προειρημένων,προλέγω,v-prpeng-,ATR
39,Leuven|0559-002|431|40,40,εἰς,εἰς,r--------,AuxP
40,Leuven|0559-002|431|41,41,τὸ,ὁ,l-s---na-,ATR
41,Leuven|0559-002|431|42,42,κατάπροσθεν,κατά,r--------,ATR
42,Leuven|0559-002|431|44,43,μέρος,μέρος,n-s---na-,ADV
43,Leuven|0559-002|431|45,44,τοῦ,ὁ,l-s---mg-,ATR
44,Leuven|0559-002|431|46,45,πίνακος,πίναξ,n-s---mg-,ATR
45,Leuven|0559-002|431|47,46,φαίνηται,φαίνω,v3spse---,ADV
46,Leuven|0559-002|431|48,47,·,·,u--------,AuxK
