,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0559-002|41|1,1,ἀρχὴ,ἀρχή,n-s---fn-,SBJ
1,Leuven|0559-002|41|2,2,δὲ,δέ,d--------,AuxY
2,Leuven|0559-002|41|3,3,κινήσεώς,κίνησις,n-s---fg-,ATR
3,Leuven|0559-002|41|4,4,ἐστι,εἰμί,v3spia---,PRED_CO
4,Leuven|0559-002|41|5,5,τάσις,τάσις,n-s---fn-,PNOM
5,Leuven|0559-002|41|6,6,σπάρτου,σπάρτος,n-s---mg-,ATR
7,Leuven|0559-002|41|8,8,κινήσεως,κίνησις,n-s---fg-,ATR
8,Leuven|0559-002|41|9,9,δὲ,δέ,d--------,AuxY
9,Leuven|0559-002|41|10,10,στάσις,στάσις,n-s---fn-,SBJ
10,Leuven|0559-002|41|11,11,ἀπόλυσις,ἀπόλυσις,n-s---fn-,PNOM
11,Leuven|0559-002|41|12,12,σπάρτου,σπάρτος,n-s---fg-,ATR
12,Leuven|0559-002|41|13,13,ἐκπεσούσης,ἐκπίπτω,v-sapafg-,APOS
13,Leuven|0559-002|41|14,14,τῆς,ὁ,l-s---fg-,ATR
14,Leuven|0559-002|41|15,15,ἀγκύλης,ἀγκύλη,n-s---fg-,SBJ
15,Leuven|0559-002|41|16,16,ἀπὸ,ἀπό,r--------,AuxP
16,Leuven|0559-002|41|17,17,τοῦ,ὁ,l-s---ng-,ATR
17,Leuven|0559-002|41|18,18,τύλου,τύλος,n-s---mg-,ADV
18,Leuven|0559-002|41|19,19,τοῦ,ὁ,l-s---ng-,ATR
19,Leuven|0559-002|41|20,20,ἐν,ἐν,r--------,AuxP
20,Leuven|0559-002|41|21,21,τῷ,ὁ,l-s---nd-,ATR
21,Leuven|0559-002|41|22,22,κινουμένῳ,κινέω,v-sppend-,ATR
22,Leuven|0559-002|41|23,23,ὀργάνῳ,ὄργανον,n-s---nd-,ATR
