@id,@form,@lemma,@postag
1,ὁ,ὁ,l-s---mn-
2,δὲ,δέ,d--------
3,Θεμιστοκλῆς,Θεμιστοκλῆς,n-s---mn-
4,πάντοθεν,πάντοθεν,d--------
5,ἐλαυνόμενος,ἐλαύνω,v-sppemn-
6,καὶ,καί,c--------
7,τὸ,ὁ,l-s---na-
8,χρυσίον,χρυσίον,n-s---na-
9,δεξάμενος,δέχομαι,v-sapmmn-
10,ἔφυγε,φεύγω,v3saia---
11,νυκτὸς,νύξ,n-s---fg-
12,ἐκ,ἐκ,r--------
13,τῆς,ὁ,l-s---fg-
14,τῶν,ὁ,l-p---mg-
15,Μολοττῶν,Μολοσσός,n-p---mg-
16,χώρας,χώρα,n-s---fg-
17,",",punc1,u--------
18,συμπράττοντος,συμπράσσω,v-sppamg-
19,αὐτῷ,αὐτός,p-s---md-
20,πάντα,πᾶς,a-p---na-
21,τὰ,ὁ,l-p---na-
22,πρὸς,πρός,r--------
23,φυγὴν,φυγή,n-s---fa-
24,τοῦ,ὁ,l-s---mg-
25,βασιλέως,βασιλεύς,n-s---mg-
26,·,punc1,u--------
