@id,@form,@lemma,@postag
1,οὗ,ὅς,p-s---ng-
2,γενομένου,γίγνομαι,v-sapmng-
3,καὶ,καί,c--------
4,προσπεσόντος,προσπίτνω,v-sapang-
5,εἰς,εἰς,r--------
6,τὴν,ὁ,l-s---fa-
7,Ῥώμην,Ῥώμη,n-s---fa-
8,",",punc1,u--------
9,εἰς,εἰς,r--------
10,ὁλοσχερῆ,ὁλοσχερής,a-s---fa-
11,συνέβη,συμβαίνω,v3saia---
12,ταραχὴν,ταραχή,n-s---fa-
13,καὶ,καί,c--------
14,φόβον,φόβος,n-s---ma-
15,ἐμπεσεῖν,ἐμπίτνω,v--ana---
16,τοὺς,ὁ,l-p---ma-
17,κατὰ,κατά,r--------
18,τὴν,ὁ,l-s---fa-
19,πόλιν,πόλις,n-s---fa-
20,",",punc1,u--------
21,ἅτε,ἅτε,d--------
22,τοῦ,ὁ,l-s---ng-
23,πράγματος,πρᾶγμα,n-s---ng-
24,αἰφνιδίου,αἰφνίδιος,a-s---ng-
25,μὲν,μέν,d--------
26,ὄντος,εἰμί,v-sppang-
27,καὶ,καί,c--------
28,τελέως,τέλειος,d-------p
29,ἀνελπίστου,ἀνέλπιστος,a-s---ng-
30,διὰ,διά,r--------
31,τὸ,ὁ,l-s---na-
32,μηδέποτε,μηδέποτε,d--------
33,τὸν,ὁ,l-s---ma-
34,Ἀννίβαν,Ἀννίβας,n-s---ma-
35,ἐπὶ,ἐπί,r--------
36,τοσοῦτον,τοσοῦτος,p-s---na-
37,ἀπηρκέναι,ἀπαίρω,v--rna---
38,τῆς,ὁ,l-s---fg-
39,πόλεως,πόλις,n-s---fg-
40,",",punc1,u--------
41,ὑποτρεχούσης,ὑποτρέχω,v-sppafg-
42,δέ,δέ,c--------
43,τινος,τις,a-s---fg_
44,ἅμα,ἅμα,d--------
45,καὶ,καί,d--------
46,τοιαύτης,τοιοῦτος,a-s---fg_
47,ἐννοίας,ἔννοια,n-s---fg-
48,ὡς,ὡς,c--------
49,οὐχ,οὐ,d--------
50,οἷόν,οἷος,a-s---nn-
51,τε,τε,d--------
52,τοὺς,ὁ,l-p---ma-
53,ἐναντίους,ἐναντίος,a-p---ma-
54,ἐπὶ,ἐπί,r--------
55,τοσοῦτον,τοσοῦτος,p-s---na-
56,ἐγγίσαι,ἐγγίζω,v--ana---
57,καὶ,καί,c--------
58,καταθαρρῆσαι,κατά-θαρσέω,v--ana---
59,μὴ,μή,d--------
60,οὐ,οὐ,d--------
61,τῶν,ὁ,l-p---ng-
62,περὶ,περί,r--------
63,Καπύην,Καπύη,n-s---fa-
64,στρατοπέδων,στρατόπεδον,n-p---ng-
65,ἀπολωλότων,ἀπόλλυμι,v-prpang-
66,.,punc1,u--------
67,[0],,
