@id,@form,@lemma,@postag
1,ἔσχον,ἔχω,v3paia---
2,δέ,δέ,d--------
3,τινα,τις,a-s---fa_
4,καὶ,καί,d--------
5,οὗτοι,οὗτος,p-p---mn-
6,τῶν,ὁ,l-p---ng-
7,καλουμένων,καλέω,v-pfpmng-
8,Καμπανῶν,Καμπανοί,a-p---ng-
9,εὐβότων,εὔβοτος,a-p---ng-
10,πάνυ,πάνυ,d--------
11,καὶ,καί,c--------
12,τὴν,ὁ,l-s---fa-
13,ὄψιν,ὄψις,n-s---fa-
14,ἡδίστων,ἡδύς,a-p---ngs
15,πεδίων,πεδίον,n-p---ng-
16,οὐκ,οὐ,d--------
17,ἐλαχίστην,ἐλάχιστος,a-s---fa-
18,μοῖραν,μοῖρα,n-s---fa-
19,",",punc1,u--------
20,ἔθνος,ἔθνος,n-s---na-
21,τι,τις,a-s---na_
22,βαρβαρικὸν,βαρβαρικός,a-s---na-
23,Αὐρωνίσσους,Αὐρωνίσσος,n-p---ma-
24,ἐκ,ἐκ,r--------
25,μέρους,μέρος,n-s---ng-
26,ἀναστήσαντες,ἀνίστημι,v-papamn-
27,αὐτῶν,αὐτός,p-p---ng-
28,:,punc1,u--------
