@id,@form,@lemma,@postag
1,Μυρσίλος,Μυρσίλος,n-s---mn-
2,δὲ,δέ,d--------
3,τὰ,ὁ,l-p---na-
4,ἔμπαλιν,ἔμπαλιν,d--------
5,ἀποφαινόμενος,ἀποφαίνω,v-sppemn-
6,Ἑλλανίκῳ,Ἑλλάνικος,n-s---md-
7,τοὺς,ὁ,l-p---ma-
8,Τυρρηνούς,Τυρρηνός,n-p---ma-
9,φησιν,φημί,v3spia---
10,",",punc1,u--------
11,ἐπειδὴ,ἐπεί,c--------
12,τὴν,ὁ,l-s---fa-
13,ἑαυτῶν,ἑαυτοῦ,p-p---mg-
14,ἐξέλιπον,ἐκλείπω,v3paia---
15,",",punc1,u--------
16,ἐν,ἐν,r--------
17,τῇ,ὁ,l-s---fd-
18,πλάνῃ,πλάνη,n-s---fd-
19,μετονομασθῆναι,μετονομάζω,v--anp---
20,Πελαργοὺς,Πελαργός,n-p---ma-
21,",",punc1,u--------
22,τῶν,ὁ,l-p---ng-
23,ὀρνέων,ὄρνεον,n-p---ng-
24,τοῖς,ὁ,l-p---md-
25,καλουμένοις,καλέω,v-pppemd-
26,πελαργοῖς,πελαργός,n-p---md-
27,εἰκασθέντας,εἰκάζω,v-pappma-
28,",",punc1,u--------
29,ὡς,ὡς,c--------
30,κατ᾽,κατά,r--------
31,ἀγέλας,ἀγέλη,n-p---fa-
32,ἐφοίτων,φοιτάω,v3piia---
33,εἴς,εἰς,r--------
34,τε,τε,d--------
35,τὴν,ὁ,l-s---fa-
36,Ἑλλάδα,Ἑλλάς,n-s---fa-
37,καὶ,καί,c--------
38,τὴν,ὁ,l-s---fa-
39,βάρβαρον,βάρβαρος,a-s---fa-
40,:,punc1,u--------
