@id,@form,@lemma,@postag
1,ἐπειδὴ,ἐπεί,c--------
2,δ᾽,δέ,d--------
3,ἀνεγνώσθη,ἀναγιγνώσκω,v3saip---
4,τὸ,ὁ,l-s---nn-
5,γραμματείδιον,γραμματείδιον,n-s---nn-
6,καὶ,καί,c--------
7,ὁ,ὁ,l-s---mn-
8,ὕστερος,ὕστερος,a-s---mn-
9,βασανιζόμενος,βασανίζω,v-sppemn-
10,οὐ,οὐ,d-------_
11,συνεφέρετο,συμφέρω,v3siie---
12,τῷ,ὁ,l-s---nd-
13,γραμματειδίῳ,γραμματείδιον,n-s---nd-
14,",",punc1,u--------
15,οὐκέθ᾽,οὐκέτι,d--------
16,οἷόν,οἷος,a-s---nn-
17,τ᾽,τε,d--------
18,ἦν,εἰμί,v3siia---
19,ἀφανίσαι,ἀφανίζω,v--ana---
20,τὰ,ὁ,l-p---na-
21,ἀναγνωσθέντα,ἀναγιγνώσκω,v-pappna-
22,.,punc1,u--------
