,@id,@form,@lemma,@postag,@relation
0,1,καὶ,καί,d--------,AuxY
1,2,οἱ,ὁ,l-p---mn-,SBJ
2,3,μὲν,μέν,d--------,AuxY
3,4,ἀμφὶ,ἀμφί,r--------,AuxP
4,5,τὸν,ὁ,l-s---ma-,ATR
5,6,Κῦρον,Κῦρος,n-s---ma-,ATR
6,7,δειπνοποιησάμενοι,δειπνοποιέω,v-papmmn-,ADV_CO
7,8,καὶ,καί,c--------,COORD
8,9,φυλακὰς,φυλακή,n-p---fa-,OBJ
9,10,καταστησάμενοι,καθίστημι,v-papmmn-,ADV_CO
10,11,",",",",u--------,AuxX
11,12,ὥσπερ,ὥσπερ,c--------,AuxC
12,13,ἔδει,δέω2,v3siia---,ADV
13,14,",",",",u--------,AuxX
14,15,ἐκοιμήθησαν,κοιμάω,v3paip---,PRED
15,16,.,.,u--------,AuxK
