,@id,@form,@lemma,@postag,@relation
0,1,οἱ,ὁ,l-p---mn-,ATR
1,2,δὲ,δέ,d--------,AuxY
2,3,εὐνοῦχοι,εὐνοῦχος,n-p---mn-,SBJ
3,4,ἰδόντες,ὁράω,v-papamn-,ADV
4,5,τὸ,ὁ,l-s---na-,ATR
5,6,γεγενημένον,γίγνομαι,v-srpena-,OBJ
6,7,",",",",u--------,AuxX
7,8,τρεῖς,τρεῖς,m--------,PNOM
8,9,ὄντες,εἰμί,v-pppamn-,ADV
9,10,σπασάμενοι,σπάω,v-papmmn-,ADV
10,11,κ-,καί,d--------,AuxZ
11,12,ἐκεῖνοι,ἐκεῖνος,p-p---mn-,SBJ
12,13,τοὺς,ὁ,l-p---ma-,ATR
13,14,ἀκινάκας,ἀκινάκης,n-p---ma-,OBJ
14,15,ἀποσφάττονται,ἀποσφάζω,v3ppie---,PRED
15,16,οὗπερ,οὗπερ,d--------,ADV
16,17,ἔταξεν,τάσσω,v3saia---,ADV
17,18,αὐτοὺς,αὐτός,p-p---ma-,OBJ
18,19,ἑστηκότες,ἵστημι,v-prpamn-,ADV
19,20,.,.,u--------,AuxK
