@id;@form;@lemma;@postag;@relation
1;πειρασόμεθα;πειράω;v1pfim---;PRED
2;δὴ;δή;d--------;AuxY
3;θεοῦ;θεός;n-s---mg-;SBJ
4;βουλομένου;βούλομαι;v-sppemg-;ADV
5;σφόδρα;σφοδρός;d--------;ADV_CO
6;καὶ;καί;c--------;COORD
7;ταχέως;ταχέως;d--------;ADV_CO
8;ἀναγκάσαι;ἀναγκάζω;v--ana---;OBJ
9;σε;σύ;p2s---fa-;SBJ
10;τὰ;ὁ;l-p---na-;ATR
11;βασιλικὰ;βασιλικός;a-p---na-;ATR
12;νόμιμα;νόμιμος;n-p---na-;OBJ
13;διορθώσασθαι;διορθόω;v--anm---;OBJ
14;πρὸς;πρός;r--------;AuxP
15;Ἰλλυριούς;Ἰλλύριος;n-p---ma-;ADV
16;.;punc;u--------;AuxK
