@id,@form,@lemma,@postag,@relation
1,ἐπιδημῶν,ἐπιδημέω,v-sppamn-,ADV_CO
2,δὲ,δέ,d--------,AuxY
3,τίς,τις,p-s---mn-,SBJ
4,Ἀθήνησι,Ἀθήνευς,n-p---md-,ADV
5,δικαστηρίων,δικαστήριον,n-p---ng-,SBJ
6,ὄντων,εἰμί,v-ppmang-,ADV_CO
7,",",punc1,u--------,AuxX
8,καὶ,καί,c--------,COORD
9,πυθόμενὸς,πύθω,v-spppmn-,ADV_CO
10,τινα,τις,a-s---fa-,ATR
11,δίκην,δίκη,n-s---fa-,OBJ
12,ἀργίας,ἀργία,n-s---fg-,ATR
13,ὠφληκότα,ὀφλέω,v-srpama-,ADV
14,βαδίζειν,βαδίζω,v--pna---,OBJ
15,ἀθυμοῦντα,ἀθυμόω,v-sppama-,ADV_CO
16,καὶ,καί,c--------,COORD
17,προπεμπόμενον,προπέμπω,v-sppema-,ADV_CO
18,ὑπὸ,ὑπό,r--------,AuxP
19,τῶν,ὁ,l-p---mg-,ATR
20,φίλων,φίλος,a-p---mg-,OBJ
21,συναχθομένων,συνάχθομαι,v-pppemg-,ATR_CO
22,καὶ,καί,c--------,COORD
23,βαρέως,βαρύς,d--------,ADV
24,φερόντων,φέρω,v-pppamg-,ATR_CO
25,",",punc1,u--------,AuxX
26,ἐδεῖτο,δέω2,v3siie---,PRED
27,δεῖξαι,δείκνυμι,v2samm---,OBJ
28,τοὺς,ὁ,l-p---ma-,ATR
29,συμπαρόντας,συμπάρειμι1,v-pppama-,SBJ
30,αὐτῷ,αὐτός,p-s---nd-,OBJ
31,τίς,τις,p-s---mn-,SBJ
32,ἐστιν,εἰμί,v3spia---,OBJ
33,ὁ,ὁ,l-s---mn-,ATR
34,τὴν,ὁ,l-s---fa-,ATR
35,ἐλευθερίας,ἐλευθερία,n-s---fg-,ATR
36,ἑαλωκὼς,ἁλίσκομαι,v-srpamn-,PNOM
37,δίκην,δίκη,n-s---fa-,OBJ
38,.,punc1,u--------,AuxK
