@id,@form,@lemma,@postag
1,ἐμοὶ,ἐγώ,p1s---md-
2,μὲν,μέν,d--------
3,ἀρκεῖ,ἀρκέω,v3spia---
4,οἴκοι,οἴκοι,d--------
5,μένειν,μένω,v--pna---
6,",",punc1,u--------
7,καὶ,καί,c--------
8,εἴ,εἰ,c--------
9,-τε,τε,d--------
10,Λύσανδρος,Λύσανδρος,n-s---mn-
11,εἴ,εἰ,c--------
12,-τε,τε,c--------
13,ἄλλος,ἄλλος,a-s---mn_
14,τις,τις,p-s---mn-
15,ἐμπειρότερος,ἔμπειρος,a-s---mnc
16,περὶ,περί,r--------
17,τὰ,ὁ,l-p---na-
18,ναυτικὰ,ναυτικός,a-p---na-
19,βούλεται,βούλομαι,v3spie---
20,εἶναι,εἰμί,v--pna---
21,",",punc1,u--------
22,οὐ,οὐ,d--------
23,κωλύω,κωλύω,v1spia---
24,τὸ,ὁ,l-s---na-
25,κατʼ,κατά,r--------
26,ἐμέ,ἐγώ,p1s---ma-
27,·,punc1,u--------
28,βούλεται,βούλομαι,v3spie---
29,[0],[0],v_____---
