@id,@form,@lemma,@postag
1,καὶ,καί,d--------
2,εἴπερ,εἴπερ,c--------
3,γέ,γε,d--------
4,τινας,τις,p-p---ma-
5,δέοι,δεῖ,v3spoa---
6,",",punc1,u--------
7,περὶ,περί,r--------
8,τῆς,ὁ,l-s---fg-
9,ἀναιρέσεως,ἀναίρεσις,n-s---fg-
10,οὐδένα,οὐδείς,p-s---ma-
11,ἄλλον,ἄλλος,a-s---ma_
12,ἔχειν,ἔχω,v--pna---
13,αὐτοὺς,αὐτός,p-p---ma-
14,αἰτιάσασθαι,αἰτιάομαι,v--ane---
15,ἢ,ἤ1,c--------
16,τούτους,οὗτος,p-p---ma-
17,οἷς,ὅς,p-p---md-
18,προσετάχθη,προστάσσω,v3saip---
19,.,punc1,u--------
20,[0],[0],v_____---
21,[1],[1],v_____---
