@id,@form,@lemma,@postag,@relation
1,μιᾷ,εἷς,a-s---fd-,ATR
2,μάχῃ,μάχη,n-s---fd-,ADV
3,Φίλιππος,Φίλιππος,n-s---mn-,SBJ
4,ἀπέβαλε,ἀποβάλλω,v3saia---,PRED_CO
5,Μακεδονίαν,Μακεδονία,n-s---fa-,OBJ
6,",",punc1,u--------,AuxX
7,μιᾷ,εἷς,a-s---fd-,ATR
8,πληγῇ,πληγή,n-s---fd-,ADV
9,παρεχώρησεν,παραχωρέω,v3saia---,PRED_CO
10,Ἀντίοχος,Ἀντίοχος,n-s---mn-,SBJ
11,Ἀσίας,Ἀσία,n-s---fg-,OBJ
12,",",punc1,u--------,COORD
13,ἅπαξ,ἅπαξ,d--------,ADV
14,Καρχηδόνιοι,Καρχηδόνιος,n-p---mn-,SBJ
15,σφαλέντες,σφάλλω,v-pappmn-,ADV
16,ἀπώλεσαν,ἀπόλλυμι,v3paia---,PRED_CO
17,Λιβύην,Λιβύη,n-s---fa-,OBJ
18,.,punc1,u--------,AuxK
