@id,@form,@lemma,@postag
1,πολίτας,πολίτης,n-p---ma-
2,δὲ,δέ,d--------
3,παρεῖναι,πάρειμι1,v--pna---
4,καὶ,καί,c--------
5,συμπλεῖν,συμπλέω,v--pna---
6,διὰ,διά,r--------
7,ταῦτα,οὗτος,p-p---na-
8,κελεύω,κελεύω,v1spia---
9,",",punc1,u--------
10,ὅτι,ὅτι2,c--------
11,καὶ,καί,d--------
12,πρότερόν,πρότερος,a-s---na-
13,ποτʼ,πότε,d--------
14,ἀκούω,ἀκούω,v1spia---
15,ξενικὸν,ξενικός,a-s---na-
16,τρέφειν,τρέφω,v--pna---
17,ἐν,ἐν,r--------
18,Κορίνθῳ,Κόρινθος,n-s---fd-
19,τὴν,ὁ,l-s---fa-
20,πόλιν,πόλις,n-s---fa-
21,",",punc1,u--------
22,οὗ,ὅς,p-s---ng-
23,Πολύστρατος,Πολύστρατος,n-s---mn-
24,ἡγεῖτο,ἡγέομαι,v3siim---
25,καὶ,καί,d--------
26,Ἰφικράτης,Ἰφικράτης,n-s---mn-
27,καὶ,καί,d--------
28,Χαβρίας,Χαβρίας,n-s---mn-
29,καὶ,καί,c--------
30,ἄλλοι,ἄλλος,a-p---mn_
31,τινές,τις,p-p---mn-
32,",",punc1,u--------
33,καὶ,καί,c--------
34,αὐτοὺς,αὐτός,a-p---ma_
35,ὑμᾶς,σύ,p-p---ma-
36,συστρατεύεσθαι,συστρατεύομαι,v--pne---
37,·,punc1,u--------
