@id,@form,@lemma,@postag
1,δοκεῖτε,δοκέω,v2ppia---
2,δέ,δέ,d--------
3,μοι,ἐγώ,p1s---md-
4,πολὺ,πολύς,a-s---na-
5,βέλτιον,βελτίων,a-s---nac
6,ἂν,ἄν1,d--------
7,περὶ,περί,r--------
8,τοῦ,ὁ,l-s---mg-
9,πολέμου,πόλεμος,n-s---mg-
10,καὶ,καί,c--------
11,ὅλης,ὅλος,a-s---fg-
12,τῆς,ὁ,l-s---fg-
13,παρασκευῆς,παρασκευή,n-s---fg-
14,βουλεύσασθαι,βουλεύω,v--anm---
15,",",punc1,u--------
16,εἰ,εἰ,c--------
17,τὸν,ὁ,l-s---ma-
18,τόπον,τόπος,n-s---ma-
19,",",punc1,u--------
20,ὦ,ὦ,i--------
21,ἄνδρες,ἀνήρ,n-p---mv-
22,Ἀθηναῖοι,Ἀθηναῖος,a-p---mv-
23,",",punc1,u--------
24,τῆς,ὁ,l-s---fg-
25,χώρας,χώρα,n-s---fg-
26,",",punc1,u--------
27,πρὸς,πρός,r--------
28,ἣν,ὅς,p-s---fa-
29,πολεμεῖτε,πολεμέω,v2ppia---
30,",",punc1,u--------
31,ἐνθυμηθείητε,ἐνθυμέομαι,v2paoe---
32,",",punc1,u--------
33,καὶ,καί,c--------
34,λογίσαισθʼ,λογίζομαι,v2paoe---
35,ὅτι,ὅτι2,c--------
36,τοῖς,ὁ,l-p---nd-
37,πνεύμασιν,πνεῦμα,n-p---nd-
38,καὶ,καί,c--------
39,ταῖς,ὁ,l-p---fd-
40,ὥραις,ὥρα,n-p---fd-
41,τοῦ,ὁ,l-s---ng-
42,ἔτους,ἔτος,n-s---ng-
43,τὰ,ὁ,l-p---na-
44,πολλὰ,πολύς,a-p---na-
45,προλαμβάνων,προλαμβάνω,v-sppamn-
46,διαπράττεται,διαπράσσω,v3spie---
47,Φίλιππος,Φίλιππος,n-s---mn-
48,",",punc1,u--------
49,καὶ,καί,c--------
50,φυλάξας,φυλάσσω,v-sapamn-
51,τοὺς,ὁ,l-p---ma-
52,ἐτησίας,ἐτησίαι,n-p---ma-
53,ἢ,ἤ1,c--------
54,τὸν,ὁ,l-s---ma-
55,χειμῶνʼ,χειμῶν,n-s---ma-
56,ἐπιχειρεῖ,ἐπιχειρέω,v3spia---
57,",",punc1,u--------
58,ἡνίκʼ,ἡνίκα,c--------
59,ἂν,ἄν1,d--------
60,ἡμεῖς,ἐγώ,p1p---mn-
61,μὴ,μή,d--------
62,δυναίμεθʼ,δύνομαι,v1ppoe---
63,ἐκεῖσʼ,ἐκεῖσε,d-------_
64,ἀφικέσθαι,ἀφικνέομαι,v--anm---
65,.,punc1,u--------
