@id,@form,@lemma,@postag
1,καὶ,καί,d--------
2,γὰρ,γάρ,d--------
3,ἐκείνων,ἐκεῖνος,p-p---mg-
4,ὁ,ὁ,l-s---mn-
5,πληγεὶς,πλήσσω,v-sappmn-
6,ἀεὶ,ἀεί,d--------
7,τῆς,ὁ,l-s---fg-
8,πληγῆς,πληγή,n-s---fg-
9,ἔχεται,ἔχω,v3spie---
10,",",punc1,u--------
11,κ-,καί,c--------
12,ἂν,ἐάν,c--------
13,ἑτέρωσε,ἑτέρωσε,d--------
14,πατάξῃ,πατάσσω,v3sasa---
15,τις,τις,p-s---mn-
16,",",punc1,u--------
17,ἐκεῖσʼ,ἐκεῖσε,d-------_
18,εἰσὶν,εἰμί,v3ppia---
19,αἱ,ὁ,l-p---fn-
20,χεῖρες,χείρ,n-p---fn-
21,·,punc1,u--------
