@id,@form,@lemma,@postag,@relation
1,ἐφοίτων,φοιτάω,v3piia---,PRED
2,μὲν,μέν,d--------,AuxY
3,οὖν,οὖν,d--------,AuxY
4,ἐπὶ,ἐπί,r--------,AuxP
5,τὰς,ὁ,l-p---fa-,ATR
6,θύρας,θύρα,n-p---fa-,OBJ
7,Κύρου,Κῦρος,n-s---mg-,ATR
8,οἱ,ὁ,l-p---mn-,ATR
9,ἔντιμοι,ἔντιμος,a-p---mn-,SBJ
10,σὺν,σύν,r--------,AuxP
11,τοῖς,ὁ,l-p---md-,ATR
12,ἵπποις,ἵππος,n-p---md-,ADV_CO
13,καὶ,καί,c--------,COORD
14,ταῖς,ὁ,l-p---fd-,ATR
15,αἰχμαῖς,αἰχμή,n-p---fd-,ADV_CO
16,",",punc1,u--------,AuxX
17,συνδόξαν,συνδοκέω,v-sapana-,ADV
18,πᾶσι,πᾶς,a-p---md-,ATR
19,τοῖς,ὁ,l-p---md-,ATR
20,ἀρίστοις,ἄριστος,a-p---md-,OBJ
21,τῶν,ὁ,l-p---mg-,ATR
22,συγκαταστρεψαμένων,συγκαταστρέφω,v-papmmg-,ATR
23,τὴν,ὁ,l-s---fa-,ATR
24,ἀρχήν,ἀρχή,n-s---fa-,OBJ
25,.,punc1,u--------,AuxK
