@id,@form,@lemma,@postag,@relation
1,τῶν,ὁ,l-p---mg-,ATR
2,δὲ,δέ,d--------,AuxY
3,Ἀθηναίων,Ἀθήναιος,n-p---mg-,SBJ
4,προαισθομένων,προαισθάνομαι,v-pppemg-,ADV_CO
5,καὶ,καί,c--------,COORD
6,συντεταγμένῃ,συντάσσω,v-srpefd-,ATR
7,τῇ,ὁ,l-s---fd-,ATR
8,στρατιᾷ,στρατιά,n-s---fd-,ADV
9,τεθαρρηκότως,τεθαρρηκότως,d--------,ADV
10,ἀπαντώντων,ἀπαντάω,v-pppamg-,ADV_CO
11,",",punc1,u--------,AuxX
12,συνέβη,συμβαίνω,v3saia---,PRED
13,καρτερὰν,καρτερός,a-s---fa-,PNOM
14,γενέσθαι,γίγνομαι,v--anm---,SBJ
15,μάχην,μάχη,n-s---fa-,SBJ
16,.,punc1,u--------,AuxK
