,@id,@form,@lemma,@postag,@relation
0,1,ὑπὸ,ὑπό,r--------,AuxP
1,2,δὲ,δέ,d--------,AuxY
2,3,τοὺς,ὁ,l-p---ma-,ATR
3,4,αὐτοὺς,αὐτός,a-p---ma-,ATR
4,5,χρόνους,χρόνος,n-p---ma-,ADV
5,6,τούτους,οὗτος,a-p---ma-,ATR
6,7,ἐν,ἐν,r--------,AuxP
7,8,οἷς,ὅς,p-p---md-,ADV
8,9,οὗτος,οὗτος,p-s---mn-,SBJ
9,10,ἦν,εἰμί,v3siia---,ATR
10,11,παρὰ,παρά,r--------,AuxP
11,12,τῷ,ὁ,l-s---md-,ATR
12,13,Πιτταλάκῳ,Πιττάλακος,n-s---md-,PNOM
13,14,",",punc1,u--------,AuxX
14,15,καταπλεῖ,καταπλέω,v3spia---,PRED
15,16,δεῦρο,δεῦρο,d--------,ADV
16,17,ἐξ,ἐκ,r--------,AuxP
17,18,Ἑλλησπόντου,Ἑλλήσποντος,n-s---mg-,ADV
18,19,Ἡγήσανδρος,Ἡγήσανδρος,n-s---mn-,SBJ
19,20,",",punc1,u--------,AuxX
20,21,περὶ,περί,r--------,AuxP
21,22,οὗ,ὅς,p-s---mg-,ADV
22,23,πάλαι,πάλαι,d--------,ADV
23,24,εὖ,εὖ,d--------,ADV
24,25,οἶδ᾽,οἶδα,v1sria---,ATR
25,26,ὅτι,ὅτι2,c--------,AuxC
26,27,θαυμάζετε,θαυμάζω,v2ppia---,OBJ
27,28,διότι,διότι,c--------,AuxC
28,29,οὐ,οὐ,d--------,AuxZ
29,30,μέμνημαι,μιμνήσκω,v1srie---,OBJ
30,31,:,punc1,u--------,AuxK
