@id,@form,@lemma,@postag,@relation
1,μὴ,μή,d--------,AuxZ
2,οὖν,οὖν,d--------,AuxY
3,",",punc1,u--------,AuxX
4,ὅπου,ὅπου,d--------,ADV
5,ποτὲ,ποτέ,d--------,ADV
6,ἔπραττες,πράσσω,v2siia---,OBJ
7,",",punc1,u--------,AuxX
8,ἐρώτα,ἐρωτάω,v2spma---,PRED_CO
9,",",punc1,u--------,AuxX
10,ἀλλ᾽,ἀλλά,c--------,COORD
11,ὡς,ὡς,c--------,AuxC
12,οὐ,οὐ,d--------,AuxZ
13,πεποίηκας,ποιέω,v2sria---,OBJ_AP
14,",",punc1,u--------,APOS
15,τοῦτο,οὗτος,p-s---na-,OBJ_AP
16,ἀπολογοῦ,ἀπολογέομαι,v2siie---,PRED_CO
17,.,punc1,u--------,AuxK
