@id;@form;@lemma;@postag;@relation
1;Θράσυλλος;Θράσυλλος;n-s---mn-;SBJ
2;δὲ;δέ;d--------;AuxY
3;ἑβδόμῃ;ἕβδομος;a-s---fd-;ATR_CO
4;καὶ;καί;c--------;COORD
5;δεκάτῃ;δεκάτη;a-s---fd-;ATR_CO
6;ἡμέρᾳ;ἡμέρα;n-s---fd-;ADV
7;μετὰ;μετά;r--------;AuxP
8;τὴν;ὁ;l-s---fa-;ATR
9;εἰσβολὴν;εἰσβολή;n-s---fa-;ATR
10;εἰς;εἰς;r--------;AuxP
11;Ἔφεσον;Ἔφεσος;n-s---fa-;ADV
12;ἀπέπλευσε;ἀποπλέω;v3saia---;PRED_CO
13;,;punc;u--------;AuxX
14;καὶ;καί;c--------;COORD
15;τοὺς;ὁ;l-p---ma-;ATR
16;μὲν;μέν;d--------;AuxY
17;ὁπλίτας;ὁπλίτης;n-p---ma-;OBJ
18;πρὸς;πρός;r--------;AuxP
19;τὸν;ὁ;l-s---ma-;ATR
20;Κορησσὸν;Κορησσός;n-s---ma-;ADV
21;ἀποβιβάσας;ἀποβιβάζω;v-sapamn-;ADV_CO
22;,;punc;u--------;AuxX
23;τοὺς;ὁ;l-p---ma-;ATR
24;δὲ;δέ;c--------;COORD
25;ἱππέας;ἱππεύς;n-p---ma-;OBJ_CO
26;καὶ;καί;d--------;AuxY
27;πελταστὰς;πελταστής;n-p---ma-;OBJ_CO
28;καὶ;καί;d--------;AuxY
29;ἐπιβάτας;ἐπιβάτης;n-p---ma-;OBJ_CO
30;καὶ;καί;c--------;COORD
31;τοὺς;ὁ;l-p---ma-;ATR
32;ἄλλους;ἄλλος;p-p---ma-;OBJ_CO
33;πάντας;πᾶς;a-p---ma-;ATR
34;πρὸς;πρός;r--------;AuxP
35;τὸ;ὁ;l-s---na-;ATR
36;ἕλος;ἕλος;n-s---na-;ADV
37;ἐπὶ;ἐπί;r--------;AuxP
38;τὰ;ὁ;l-p---na-;ATR
39;ἕτερα;ἕτερος;a-p---na-;ADV
40;τῆς;ὁ;l-s---fg-;ATR
41;πόλεως;πόλις;n-s---fg-;ATR
42;,;punc;u--------;AuxX
43;ἅμα;ἅμα;r--------;AuxP
44;τῇ;ὁ;l-s---fd-;ATR
45;ἡμέρᾳ;ἡμέρα;n-s---fd-;ADV
46;προσῆγε;προσάγω;v3siia---;PRED_CO
47;δύο;δύο;m--------;ATR
48;στρατόπεδα;στρατόπεδον;n-p---na-;OBJ
49;.;punc;u--------;AuxK
50;ἀποβιβάσας;ἀποβιβάζω;v-sapamn-;ADV_CO
