,@ref,@id,@form,@lemma,@postag,@relation
0,Leuven|0561-001|15|1,1,ἔπειτα,ἔπειτα,d--------,ADV
1,Leuven|0561-001|15|2,2,αἰδεσθείς,αἰδέομαι,v-sappmn-,ADV
2,Leuven|0561-001|15|3,3,εἰ,εἰ,c--------,AuxC
3,Leuven|0561-001|15|4,4,μηδέ,μηδέ,c--------,AuxY
4,Leuven|0561-001|15|5,5,αἰγός,αἴξ,n-s---fg-,ATR
5,Leuven|0561-001|15|6,6,φιλανθρωπίαν,φιλανθρωπία,n-s---fa-,OBJ
6,Leuven|0561-001|15|7,7,μιμήσεται,μιμέομαι,v3sfim---,ADV
8,Leuven|0561-001|15|9,9,νύκτα,νύξ,n-s---fa-,OBJ
9,Leuven|0561-001|15|10,10,φυλάξας,φυλάσσω,v-sapamn-,ADV
10,Leuven|0561-001|15|11,11,κομίζει,κομίζω,v3spia---,PRED
11,Leuven|0561-001|15|12,12,πάντα,πᾶς,a-p---na-,OBJ
12,Leuven|0561-001|15|13,13,πρός,πρός,r--------,AuxP
13,Leuven|0561-001|15|14,14,τήν,ὁ,l-s---fa-,ATR
14,Leuven|0561-001|15|15,15,γυναῖκα,γυνή,n-s---fa-,OBJ
15,Leuven|0561-001|15|16,16,Μυρτάλην,Μυρτάλη,n-s---fa-,APOS
17,Leuven|0561-001|15|18,18,καί,καί,c--------,AuxY
18,Leuven|0561-001|15|19,19,τά,ὁ,l-p---na-,ATR
19,Leuven|0561-001|15|20,20,γνωρίσματα,γνώρισμα,n-p---na-,APOS_CO
20,Leuven|0561-001|15|21,21,καί,καί,c--------,AuxY
21,Leuven|0561-001|15|22,22,τό,ὁ,l-s---na-,ATR
22,Leuven|0561-001|15|23,23,παιδίον,παιδίον,n-s---na-,APOS_CO
23,Leuven|0561-001|15|24,24,καί,καί,c--------,COORD
24,Leuven|0561-001|15|25,25,τήν,ὁ,l-s---fa-,ATR
25,Leuven|0561-001|15|26,26,αἶγα,αἴξ,n-s---fa-,APOS_CO
26,Leuven|0561-001|15|27,27,αὐτήν,αὐτός,p-s---fa-,ATR
