,@id,@form,@lemma,@postag,@relation
0,1,καὶ,καί,d--------,AuxY
1,2,τότε,τότε,d--------,ADV
2,3,ἤδη,ἤδη,d--------,ADV
3,4,πρὸς,πρός,r--------,AuxP
4,5,τὰ,ὁ,l-p---na-,ATR
5,6,γόνατά,γόνυ,n-p---na-,ADV
6,7,μου,ἐγώ,p1s---mg-,ATR
7,8,πεσοῦσα,πίπτω,v-sapafn-,ADV_CO
8,9,",",punc1,u--------,AuxX
9,10,καὶ,καί,c--------,COORD
10,11,πίστιν,πίστις,n-s---fa-,OBJ
11,12,παρʼ,παρά,r--------,AuxP
12,13,ἐμοῦ,ἐγώ,p1s---mg-,ADV
13,14,λαβοῦσα,λαμβάνω,v-sapafn-,ADV_CO
14,15,μηδὲν,μηδείς,p-s---na-,OBJ
15,16,πείσεσθαι,πάσχω,v--fnm---,ATR
16,17,κακόν,κακός,a-s---na-,ATR
17,18,",",punc1,u--------,AuxX
18,19,κατηγόρει,κατηγορέω,v3siia---,PRED
19,20,πρῶτον,πρῶτος,a-s---na-,ADV
20,21,μὲν,μέν,d--------,AuxY
21,22,ὡς,ὡς,c--------,AuxC
22,23,μετὰ,μετά,r--------,AuxP
23,24,τὴν,ὁ,l-s---fa-,ATR
24,25,ἐκφορὰν,ἐκφορά,n-s---fa-,ADV
25,26,αὐτῇ,αὐτός,p-s---fd-,OBJ
26,27,προσίοι,πρόσειμι1,v3spoa---,OBJ_CO
27,28,",",punc1,u--------,AuxX
28,29,ἔπειτα,ἔπειτα,c--------,COORD
29,30,ὡς,ὡς,c--------,AuxC
30,31,αὐτὴ,αὐτός,p-s---fn-,SBJ
31,32,τελευτῶσα,τελευτάω,v-sppafn-,ADV
32,33,εἰσαγγείλειε,εἰσαγγέλλω,v3saoa---,OBJ_CO
33,34,καὶ,καί,d--------,AuxY
34,35,ὡς,ὡς,c--------,AuxC
35,36,ἐκείνη,ἐκεῖνος,p-s---fn-,SBJ
36,37,τῷ,ὁ,l-s---md-,ATR
37,38,χρόνῳ,χρόνος,n-s---md-,ADV
38,39,πεισθείη,πείθω,v3saop---,OBJ_CO
39,40,",",punc1,u--------,AuxX
40,41,καὶ,καί,c--------,COORD
41,42,τὰς,ὁ,l-p---fa-,ATR
42,43,εἰσόδους,εἴσοδος,n-p---fa-,OBJ
43,44,οἷς,ὅς,a-p---md-,ATR
44,45,τρόποις,τρόπος,n-p---md-,ADV
45,46,προσίοιτο,προσίημι,v3spoe---,OBJ_CO
46,47,",",punc1,u--------,AuxX
47,48,καὶ,καί,c--------,COORD
48,49,ὡς,ὡς,c--------,AuxC
49,50,Θεσμοφορίοις,Θεσμοφόρια,n-p---nd-,ADV
50,51,ἐμοῦ,ἐγώ,p1s---mg-,SBJ
51,52,ἐν,ἐν,r--------,AuxP
52,53,ἀγρῷ,ἀγρός,n-s---md-,PNOM
53,54,ὄντος,εἰμί,v-sppamg-,ADV
54,55,ᾤχετο,οἴχομαι,v3siie---,OBJ_CO
55,56,εἰς,εἰς,r--------,AuxP
56,57,τὸ,ὁ,l-s---na-,ATR
57,58,ἱερὸν,ἱερός,a-s---na-,OBJ
58,59,μετὰ,μετά,r--------,AuxP
59,60,τῆς,ὁ,l-s---fg-,ATR
60,61,μητρὸς,μήτηρ,n-s---fg-,ADV
61,62,τῆς,ὁ,l-s---fg-,ATR
62,63,ἐκείνου,ἐκεῖνος,p-s---mg-,ATR
63,64,·,punc1,u--------,AuxK
