@ref,@id,@form,@lemma,@postag
Leuven|Ps-Luc|535|1,1,ἐπεὶ,ἐπεί,c--------
Leuven|Ps-Luc|535|2,2,δὲ,δέ,d--------
Leuven|Ps-Luc|535|3,3,ἦν,εἰμί,v3siia---
Leuven|Ps-Luc|535|4,4,νὺξ,νύξ,n-s---fn-
Leuven|Ps-Luc|535|5,5,βαθεῖα,βαθύς,a-s---fn-
Leuven|Ps-Luc|535|6,6,ἤδη,ἤδη,d--------
Leuven|Ps-Luc|535|7,7,καὶ,καί,b--------
Leuven|Ps-Luc|535|8,8,καθεύδειν,καθεύδω,v--pna---
Leuven|Ps-Luc|535|9,9,ἔδει,δέω,v3siia---
Leuven|Ps-Luc|535|10,10,",",",",u--------
Leuven|Ps-Luc|535|11,11,κ-,καί,b--------
Leuven|Ps-Luc|535|12,12,ἐγὼ,ἐγώ,p1s---cn-
Leuven|Ps-Luc|535|13,13,δ’,δέ,b--------
Leuven|Ps-Luc|535|14,14,ἐπανίσταμαι,ἐπανίστημι,v1spie---
Leuven|Ps-Luc|535|15,15,καὶ,καί,b--------
Leuven|Ps-Luc|535|16,16,ὡσπερεὶ,ὥσπερ,d--------
Leuven|Ps-Luc|535|17,17,μέγα,μέγας,a-s---na-
Leuven|Ps-Luc|535|18,18,τι,τις,p-s---na-
Leuven|Ps-Luc|535|19,19,ἀγαθὸν,ἀγαθός,a-s---na-
Leuven|Ps-Luc|535|20,20,ποιῶν,ποιέω,v-sppamn-
Leuven|Ps-Luc|535|21,21,ἀποδύομαι,ἀποδύω,v1spie---
Leuven|Ps-Luc|535|22,22,καὶ,καί,b--------
Leuven|Ps-Luc|535|23,23,ἵσταμαι,ἵστημι,v1spie---
Leuven|Ps-Luc|535|24,24,γυμνὸς,γυμνός,a-s---mn-
Leuven|Ps-Luc|535|25,25,ὡς,ὡς,c--------
Leuven|Ps-Luc|535|26,26,δῆθεν,δῆθεν,d--------
Leuven|Ps-Luc|535|27,27,ἔτι,ἔτι,d--------
Leuven|Ps-Luc|535|28,28,μᾶλλον,μάλα,d-------c
Leuven|Ps-Luc|535|29,29,ἀρέσων,ἀρέσκω,v-sfpamn-
Leuven|Ps-Luc|535|30,30,ἐκ,ἐκ,r--------
Leuven|Ps-Luc|535|31,31,τῆς,ὁ,l-s---fg-
Leuven|Ps-Luc|535|32,32,πρὸς,πρός,r--------
Leuven|Ps-Luc|535|33,33,τὸν,ὁ,l-s---ma-
Leuven|Ps-Luc|535|34,34,ὄνον,ὄνος,n-s---ma-
Leuven|Ps-Luc|535|35,35,συγκρίσεως,σύγκρισις,n-s---fg-
Leuven|Ps-Luc|535|36,36,.,.,u--------
