@ref,@id,@form,@lemma,@postag
Leuven|PaeanBrev|22|1,1,οὗτος,οὗτος,p-s---mn-
Leuven|PaeanBrev|22|2,2,πολέμου,πόλεμος,n-s---mg-
Leuven|PaeanBrev|22|3,3,μέν,μέν,d--------
Leuven|PaeanBrev|22|4,4,ἀπέχετο,ἀπέχω,v3siie---
Leuven|PaeanBrev|22|5,5,παντός,πᾶς,a-s---mg-
Leuven|PaeanBrev|22|6,6,",",",",u--------
Leuven|PaeanBrev|22|7,7,τῇ,ὁ,l-s---fd-
Leuven|PaeanBrev|22|8,8,Ῥώμῃ,Ῥώμη,n-s---fd-
Leuven|PaeanBrev|22|9,9,δέ,δέ,b--------
Leuven|PaeanBrev|22|10,10,οὐχ,οὐ,d--------
Leuven|PaeanBrev|22|11,11,ἧττον,ἧττον,d-------c
Leuven|PaeanBrev|22|12,12,ἤ,ἤ,c--------
Leuven|PaeanBrev|22|13,13,Ῥωμύλος,Ῥωμύλος,n-s---mn-
Leuven|PaeanBrev|22|14,14,ἐγένετο,γίγνομαι,v3saim---
Leuven|PaeanBrev|22|15,15,χρήσιμος,χρήσιμος,a-s---mn-
Leuven|PaeanBrev|22|16,16,.,.,u--------
Leuven|PaeanBrev|22|17,17,[0],,
