@ref,@id,@form,@lemma,@postag,@relation
Leuven|0561-001|14|1,1,τό,ὁ,l-s---na-,ATR
Leuven|0561-001|14|2,2,μέν,μέν,d--------,AuxY
Leuven|0561-001|14|3,3,οὖν,οὖν,d--------,AuxY
Leuven|0561-001|14|4,4,πρῶτον,πρῶτος,d--------,ADV
Leuven|0561-001|14|5,5,ἐβουλεύσατο,βουλεύω,v3saim---,PRED
Leuven|0561-001|14|6,6,μόνα,μόνος,a-p---na-,ADV
Leuven|0561-001|14|7,7,τά,ὁ,l-p---na-,ATR
Leuven|0561-001|14|8,8,γνωρίσματα,γνώρισμα,n-p---na-,OBJ
Leuven|0561-001|14|9,9,βαστάσας,βαστάζω,v-sapamn-,ADV
Leuven|0561-001|14|10,10,ἀμελῆσαι,ἀμελέω,v--ana---,OBJ
Leuven|0561-001|14|11,11,τοῦ,ὁ,l-s---ng-,ATR
Leuven|0561-001|14|12,12,βρέφους,βρέφος,n-s---ng-,OBJ
Leuven|0561-001|14|13,13,·,·,u--------,AuxK
