,@id,@form,@lemma,@postag,@relation
0,1,ἀνίδρυτος,ἀίδρυτος,a-s---fn-,PNOM
1,2,δ᾽,δέ,d--------,AuxY
2,3,ἐστὶ,εἰμί,v3spia---,PRED_CO
3,4,καὶ,καί,c--------,COORD
4,5,περινήχεται,περί-νήχω,v3spie---,PRED_CO
5,6,πολλαχῇ,πολλαχῆ,d--------,ADV
6,7,δινοῦντος,δινέω,v-sppang-,ADV
7,8,αὐτὴν,αὐτός,p-s---fa-,OBJ
8,9,ἄλλοτε,ἄλλοτε,d--------,ADV
9,10,κατ᾽,κατά,r--------,AuxP
10,11,ἄλλους,ἄλλος,a-p---ma-,ATR
11,12,τόπους,τόπος,n-p---ma-,ADV
12,13,ἠρέμα,ἠρέμα,d--------,ADV
13,14,τοῦ,ὁ,l-s---ng-,ATR
14,15,πνεύματος,πνεῦμα,n-s---ng-,SBJ
15,16,.,punc1,u--------,AuxK
