@id,@form,@lemma,@postag,@relation
1,ἐμοὶ,ἐγώ,p1s---md-,OBJ
2,μὲν,μέν,d--------,AuxY
3,ἀρκεῖ,ἀρκέω,v3spia---,PRED_CO
4,οἴκοι,οἴκοι,d--------,ADV
5,μένειν,μένω,v--pna---,SBJ
6,",",punc1,u--------,AuxX
7,καὶ,καί,c--------,COORD
8,εἴ,εἰ,c--------,AuxC
9,-τε,τε,d--------,AuxY
10,Λύσανδρος,Λύσανδρος,n-s---mn-,SBJ
11,εἴ,εἰ,c--------,AuxC
12,-τε,τε,c--------,COORD
13,ἄλλος,ἄλλος,a-s---mn_,ATR
14,τις,τις,p-s---mn-,SBJ
15,ἐμπειρότερος,ἔμπειρος,a-s---mnc,PNOM
16,περὶ,περί,r--------,AuxP
17,τὰ,ὁ,l-p---na-,ATR
18,ναυτικὰ,ναυτικός,a-p---na-,ADV
19,βούλεται,βούλομαι,v3spie---,ADV_CO
20,εἶναι,εἰμί,v--pna---,OBJ
21,",",punc1,u--------,AuxX
22,οὐ,οὐ,d--------,AuxZ
23,κωλύω,κωλύω,v1spia---,PRED_CO
24,τὸ,ὁ,l-s---na-,ATR
25,κατʼ,κατά,r--------,AuxP
26,ἐμέ,ἐγώ,p1s---ma-,ADV
27,·,punc1,u--------,AuxK
28,βούλεται,βούλομαι,v3spie---,ADV_CO
29,[0],[0],v_____---,OBJ
