@ref,@id,@form,@lemma,@postag
Leuven|88690|2|1,1,παρακαλῶ,παρακαλέω,v1spia---
Leuven|88690|2|2,2,σε,σύ,p2s---ca-
Leuven|88690|2|3,3,",",",",u--------
Leuven|88690|2|4,4,ἄδελφε,ἀδελφός,n-s---mv-
Leuven|88690|2|5,5,",",",",u--------
Leuven|88690|2|6,6,πυκνότερόν,πυκνός,a-s---nac
Leuven|88690|2|7,7,μοι,ἐγώ,p1s---cd-
Leuven|88690|2|8,8,γράψον,γράφω,v2sama---
Leuven|88690|2|9,9,περὶ,περί,r--------
Leuven|88690|2|10,10,τῆς,ὁ,l-s---fg-
Leuven|88690|2|11,11,ὑγείας,ὑγεία,n-s---fg-
Leuven|88690|2|12,12,σου,σύ,p2s---cg-
Leuven|88690|2|13,13,.,.,u--------
