@ref,@id,@form,@lemma,@postag
Leuven|21341|1|1,1,Οὐαλερεία,Οὐαλερεία,n-s---fn-
Leuven|21341|1|2,2,καὶ,καί,b--------
Leuven|21341|1|3,3,Θερμουθᾶς,Θερμουθᾶς,n-s---fn-
Leuven|21341|1|4,4,ἀμφότεραι,ἀμφότερος,a-p---fn-
Leuven|21341|1|5,5,αἱ,ὁ,l-p---fn-
Leuven|21341|1|6,6,δύο,δύο,m--------
Leuven|21341|1|7,7,Θερμουτείῳ,Θερμουτεῖον,n-s---fd-
Leuven|21341|1|8,8,τῇ,ὁ,l-s---fd-
Leuven|21341|1|9,9,ἀδελφῇ,ἀδελφή,n-s---fd-
Leuven|21341|1|10,10,χαίρειν,χαίρω,v--pna---
Leuven|21341|1|11,11,.,.,u--------
Leuven|21341|1|12,12,[0],_,_
