@ref,@id,@form,@lemma,@postag
Leuven|19419|3|1,1,ἠγωνίασα,ἀγωνιάω,v1saia---
Leuven|19419|3|2,2,",",",",u--------
Leuven|19419|3|3,3,κύριε,κύριος,n-s---mv-
Leuven|19419|3|4,4,",",",",u--------
Leuven|19419|3|5,5,οὐ,οὐ,d--------
Leuven|19419|3|6,6,μετρίως,μέτριος,d--------
Leuven|19419|3|7,7,",",",",u--------
Leuven|19419|3|8,8,ἵνα,ἵνα,c--------
Leuven|19419|3|9,9,ἀκούσω,ἀκούω,v1sasa---
Leuven|19419|3|10,10,ὅτι,ὅτι,c--------
Leuven|19419|3|11,11,ἐνώθρευσας,νωθρεύω,v2saia---
Leuven|19419|3|12,12,",",",",u--------
Leuven|19419|3|13,13,ἀλλὰ,ἀλλά,b--------
Leuven|19419|3|14,14,χάρις,χάρις,n-s---fn-
Leuven|19419|3|15,15,τοῖς,ὁ,l-p---md-
Leuven|19419|3|16,16,θεοῖς,θεός,n-p---md-
Leuven|19419|3|17,17,πᾶσι,πᾶς,a-p---md-
Leuven|19419|3|18,18,ὅτι,ὅτι,c--------
Leuven|19419|3|19,19,σε,σύ,p2s---ca-
Leuven|19419|3|20,20,διαφυλάσσουσι,διαφυλάσσω,v3ppia---
Leuven|19419|3|21,21,ἀπρόσκοπον,ἀπρόσκοπος,a-s---ma-
Leuven|19419|3|22,22,.,.,u--------
Leuven|19419|3|23,23,[0],_,_
