@ref,@id,@form,@lemma,@postag
Leuven|1728|6|1,1,ἐγὼ,ἐγώ,p1s---cn-
Leuven|1728|6|2,2,γὰρ,γάρ,d--------
Leuven|1728|6|3,3,πρὸς,πρός,r--------
Leuven|1728|6|4,4,τῶι,ὁ,l-s---nd-
Leuven|1728|6|5,5,μηδʼ,μηδέ,d--------
Leuven|1728|6|6,6,εἰληφέναι,λαμβάνω,v--rna---
Leuven|1728|6|7,7,μηθὲν,μηδείς,p-s---na-
Leuven|1728|6|8,8,ἐνιαυτοῦ,ἐνιαυτός,n-s---mg-
Leuven|1728|6|9,9,ἤδη,ἤδη,d--------
Leuven|1728|6|10,10,ἀλλʼ,ἀλλά,b--------
Leuven|1728|6|11,11,ἢ,ἤ,c--------
Leuven|1728|6|12,12,τὴν,ὁ,l-s---fa-
Leuven|1728|6|13,13,μνᾶν,μνᾶ,n-s---fa-
Leuven|1728|6|14,14,καὶ,καί,b--------
Leuven|1728|6|15,15,τρεῖς,τρεῖς,m-p---ca-
Leuven|1728|6|16,16,ἀρτάβας,ἀρτάβη,n-p---fa-
Leuven|1728|6|17,17,σίτου,σῖτος,n-s---mg-
Leuven|1728|6|18,18,τοῦ,ὁ,l-s---mg-
Leuven|1728|6|19,19,Δύστρου,Δύστρος,n-s---mg-
Leuven|1728|6|20,20,μηνὸς,μήν,n-s---mg-
Leuven|1728|6|21,21,οὗ,ὅς,p-s---mg-
Leuven|1728|6|22,22,εἰσπορεύεται,εἰσπορεύω,v3spie---
Leuven|1728|6|23,23,Ἡρόφαντος,Ἡρόφαντος,n-s---mn-
Leuven|1728|6|24,24,πρὸς,πρός,r--------
Leuven|1728|6|25,25,ὑμᾶς,σύ,p2p---ca-
Leuven|1728|6|26,26,.,.,u--------
Leuven|1728|6|27,27,[0],_,---------
Leuven|1728|6|28,28,[1],_,_
