@ref,@id,@form,@lemma,@postag
Leuven|30121|4|1,1,ἴσθι,οἶδα,v2srma---
Leuven|30121|4|2,2,ἐλευθέραν,ἐλεύθερος,a-s---fa-
Leuven|30121|4|3,3,με,ἐγώ,p1s---ca-
Leuven|30121|4|4,4,ἐποίησεν,ποιέω,v3saia---
Leuven|30121|4|5,5,",",",",u--------
Leuven|30121|4|6,6,ὅθεν,ὅθεν,d--------
Leuven|30121|4|7,7,καί,καί,d--------
Leuven|30121|4|8,8,σύ,σύ,p2s---cn-
Leuven|30121|4|9,9,εὐχαρίστησον,εὐχαριστέω,v2sama---
Leuven|30121|4|10,10,αὐτῷ,αὐτός,p-s---md-
Leuven|30121|4|11,11,λίαν,λίαν,d--------
Leuven|30121|4|12,12,.,.,u--------
