@ref,@id,@form,@lemma,@postag
Leuven|8848|2|1,1,πρό,πρό,r--------
Leuven|8848|2|2,2,μέν,μέν,d--------
Leuven|8848|2|3,3,πάντων,πᾶς,a-p---ng-
Leuven|8848|2|4,4,εὔχομαι,εὔχομαι,v1spie---
Leuven|8848|2|5,5,σε,σύ,p2s---ca-
Leuven|8848|2|6,6,ὑγιαίνειν,ὑγιαίνω,v--pna---
Leuven|8848|2|7,7,καί,καί,b--------
Leuven|8848|2|8,8,τό,ὁ,l-s---na-
Leuven|8848|2|9,9,προσκύνημα,προσκύνημα,n-s---na-
Leuven|8848|2|10,10,σου,σύ,p2s---cg-
Leuven|8848|2|11,11,ποιῶ,ποιέω,v1spia---
Leuven|8848|2|12,12,παρά,παρά,r--------
Leuven|8848|2|13,13,τῷ,ὁ,l-s---md-
Leuven|8848|2|14,14,κυρίῳ,κύριος,n-s---md-
Leuven|8848|2|15,15,Πετεσούχῳ,Πετεσουχος,n-s---md-
Leuven|8848|2|16,16,.,.,u--------
