@ref,@id,@form,@lemma,@postag
Leuven|27109|4|1,1,πολλάκι,πολλάκις,d--------
Leuven|27109|4|2,2,σοι,σύ,p2s---cd-
Leuven|27109|4|3,3,ἔγραψα,γράφω,v1saia---
Leuven|27109|4|4,4,",",",",u--------
Leuven|27109|4|5,5,καὶ,καί,b--------
Leuven|27109|4|6,6,ἡ,ὁ,l-s---fn-
Leuven|27109|4|7,7,τῶν,ὁ,l-p---mg-
Leuven|27109|4|8,8,παρακομιζόντων,παρακομίζω,v-pppamg-
Leuven|27109|4|9,9,ἀμέλεια,ἀμέλεια,n-s---fn-
Leuven|27109|4|10,10,διέβαλεν,διαβάλλω,v3saia---
Leuven|27109|4|11,11,ἡμᾶς,ἐγώ,p1p---ca-
Leuven|27109|4|12,12,ὡς,ὡς,c--------
Leuven|27109|4|13,13,ἀμελεῖς,ἀμελής,a-p---ma-
Leuven|27109|4|14,14,.,.,u--------
Leuven|27109|4|15,15,[0],_,_
