@ref,@id,@form,@lemma,@postag
Leuven|32904|7|1,1,μνημόνευε,μνημονεύω,v2spma---
Leuven|32904|7|2,2,οὖν,οὖν,d--------
Leuven|32904|7|3,3,",",",",u--------
Leuven|32904|7|4,4,θεία,θεία,n-s---fv-
Leuven|32904|7|5,5,",",",",u--------
Leuven|32904|7|6,6,ὡς,ὡς,c--------
Leuven|32904|7|7,7,ζώσης,ζάω,v-sppafg-
Leuven|32904|7|8,8,τῆς,ὁ,l-s---fg-
Leuven|32904|7|9,9,μητρός,μήτηρ,n-s---fg-
Leuven|32904|7|10,10,μου,ἐγώ,p1s---cg-
Leuven|32904|7|11,11,",",",",u--------
Leuven|32904|7|12,12,ἵνα,ἵνα,c--------
Leuven|32904|7|13,13,εἴ,εἰ,c--------
Leuven|32904|7|14,14,τινα,τις,p-s---ca-
Leuven|32904|7|15,15,εὑρίσκεις,εὑρίσκω,v2spia---
Leuven|32904|7|16,16,πέμπε,πέμπω,v2spma---
Leuven|32904|7|17,17,πρός,πρός,r--------
Leuven|32904|7|18,18,ἐμέ,ἐγώ,p1s---ca-
Leuven|32904|7|19,19,.,.,u--------
