@ref,@id,@form,@lemma,@postag
Leuven|27493|5|1,1,περὶ,περί,r--------
Leuven|27493|5|2,2,οὗ,ὅς,p-s---ng-
Leuven|27493|5|3,3,σοι,σύ,p2s---cd-
Leuven|27493|5|4,4,χρεία,χρεία,n-s---fn-
Leuven|27493|5|5,5,ἐστὶν,εἰμί,v3spia---
Leuven|27493|5|6,6,ἐπίστελλέ,ἐπιστέλλω,v2spma---
Leuven|27493|5|7,7,μοι,ἐγώ,p1s---cd-
Leuven|27493|5|8,8,εἰδὼς,οἶδα,v-srpamn-
Leuven|27493|5|9,9,ὅτι,ὅτι,c--------
Leuven|27493|5|10,10,ποιήσω,ποιέω,v1sfia---
Leuven|27493|5|11,11,ἀνυπερθέτως,ἀνυπέρθετος,d--------
Leuven|27493|5|12,12,.,.,u--------
