@ref,@id,@form,@lemma,@postag
Leuven|48160|2|1,1,ἀπέσταλκα,ἀποστέλλω,v1sria---
Leuven|48160|2|2,2,σοι,σύ,p2s---cd-
Leuven|48160|2|3,3,Γλαῦκον,Γλαῦκος,n-s---ma-
Leuven|48160|2|4,4,τόν,ὁ,l-s---ma-
Leuven|48160|2|5,5,καί,καί,d--------
Leuven|48160|2|6,6,τήν,ὁ,l-s---fa-
Leuven|48160|2|7,7,ἐπιστολήν,ἐπιστολή,n-s---fa-
Leuven|48160|2|8,8,σοι,σύ,p2s---cd-
Leuven|48160|2|9,9,κομίζοντα,κομίζω,v-sppama-
Leuven|48160|2|10,10,",",",",u--------
Leuven|48160|2|11,11,ὅπως,ὅπως,c--------
Leuven|48160|2|12,12,παρακομίσῃ,παρακομίζω,v3sasa---
Leuven|48160|2|13,13,ἡμῖν,ἐγώ,p1p---cd-
Leuven|48160|2|14,14,τό,ὁ,l-s---na-
Leuven|48160|2|15,15,μάραθον,μάραθον,n-s---na-
Leuven|48160|2|16,16,.,.,u--------
