@ref,@id,@form,@lemma,@postag
Leuven|27086|3|1,1,ἐχάρην,χαίρω,v1saip---
Leuven|27086|3|2,2,πῶς,πῶς,d--------
Leuven|27086|3|3,3,ἔπεμψάς,πέμπω,v2saia---
Leuven|27086|3|4,4,μου,ἐγώ,p1s---cg-
Leuven|27086|3|5,5,τὸν,ὁ,l-s---ma-
Leuven|27086|3|6,6,υἱὸν,υἱός,n-s---ma-
Leuven|27086|3|7,7,ἕως,ἕως,c--------
Leuven|27086|3|8,8,αὐτὸν,αὐτός,p-s---ma-
Leuven|27086|3|9,9,προσκυνήσω,προσκυνέω,v1sasa---
Leuven|27086|3|10,10,",",",",u--------
Leuven|27086|3|11,11,ἀλλὰ,ἀλλά,b--------
Leuven|27086|3|12,12,οὐκ,οὐ,d--------
Leuven|27086|3|13,13,G,G,v2sria---
Leuven|27086|3|14,14,αὐτὸν,αὐτός,p-s---ma-
Leuven|27086|3|15,15,ἀνθρώπῳ,ἄνθρωπος,n-s---md-
Leuven|27086|3|16,16,.,.,u--------
