@ref,@id,@form,@lemma,@postag
Leuven|2117|3|1,1,ἐνέτυχον,ἐντυγχάνω,v3paia---
Leuven|2117|3|2,2,ἡμῖν,ἐγώ,p1p---cd-
Leuven|2117|3|3,3,οἱ,ὁ,l-p---mn-
Leuven|2117|3|4,4,γεωργοί,γεωργός,n-p---mn-
Leuven|2117|3|5,5,οἱ,ὁ,l-p---mn-
Leuven|2117|3|6,6,ἐκ,ἐκ,r--------
Leuven|2117|3|7,7,Ταιταρω,Ταιταρω,n-s---fg-
Leuven|2117|3|8,8,",",",",u--------
Leuven|2117|3|9,9,ἵνα,ἵνα,c--------
Leuven|2117|3|10,10,τά,ὁ,l-p---nn-
Leuven|2117|3|11,11,χώματα,χῶμα,n-p---nn-
Leuven|2117|3|12,12,τά,ὁ,l-p---nn-
Leuven|2117|3|13,13,ἐν,ἐν,r--------
Leuven|2117|3|14,14,τῇ,ὁ,l-s---fd-
Leuven|2117|3|15,15,γῇ,γῆ,n-s---fd-
Leuven|2117|3|16,16,αὐτῶν,αὐτός,p-p---mg-
Leuven|2117|3|17,17,χωννύηται,χώννυμι,v3spse---
Leuven|2117|3|18,18,ὥσπερ,ὥσπερ,c--------
Leuven|2117|3|19,19,καί,καί,d--------
Leuven|2117|3|20,20,τά,ὁ,l-p---nn-
Leuven|2117|3|21,21,λοιπά,λοιπός,a-p---nn-
Leuven|2117|3|22,22,",",",",u--------
Leuven|2117|3|23,23,καθάπερ,καθά,c--------
Leuven|2117|3|24,24,Ἀπολλώνιος,Ἀπολλώνιος,a-s---mn-
Leuven|2117|3|25,25,προκεκήρυχεν,προκηρύσσω,v3sria---
Leuven|2117|3|26,26,στεγνά,στεγνός,a-p---na-
Leuven|2117|3|27,27,παρέξειν,παρέχω,v--fna---
Leuven|2117|3|28,28,.,.,u--------
Leuven|2117|3|29,29,[0],,---------
