@ref,@id,@form,@lemma,@postag
Leuven|37205|1|1,1,παρὰ,παρά,d--------
Leuven|37205|1|2,2,ἰδοὺ,ἰδού,i--------
Leuven|37205|1|3,3,ἔγραψα,γράφω,v1saia---
Leuven|37205|1|4,4,τῇ,ὁ,l-s---fd-
Leuven|37205|1|5,5,ὑμετέρᾳ,ὑμέτερος,a-s---fd-
Leuven|37205|1|6,6,λαμπροτάτῃ,λαμπρός,a-s---fds
Leuven|37205|1|7,7,ἀδελφότητι,ἀδελφότης,n-s---fd-
Leuven|37205|1|8,8,περὶ,περί,r--------
Leuven|37205|1|9,9,τῶν,ὁ,l-p---ng-
Leuven|37205|1|10,10,ἱματίων,ἱμάτιον,n-p---ng-
Leuven|37205|1|11,11,μου,ἐγώ,p1s---cg-
Leuven|37205|1|12,12,καὶ,καί,b--------
Leuven|37205|1|13,13,ταῦτα,οὗτος,p-p---na-
Leuven|37205|1|14,14,οὐκ,οὐ,d--------
Leuven|37205|1|15,15,ἀπέστειλας,ἀποστέλλω,v2saia---
Leuven|37205|1|16,16,·,·,u--------
