@ref,@id,@form,@lemma,@postag
Leuven|1925|5|1,1,ἀπεστάλκαμεν,ἀποστέλλω,v1pria---
Leuven|1925|5|2,2,οὖν,οὖν,d--------
Leuven|1925|5|3,3,ἐγώ,ἐγώ,p1s---cn-
Leuven|1925|5|4,4,τε,τε,b--------
Leuven|1925|5|5,5,καὶ,καί,b--------
Leuven|1925|5|6,6,ὁ,ὁ,l-s---mn-
Leuven|1925|5|7,7,ἀδελφὸς,ἀδελφός,n-s---mn-
Leuven|1925|5|8,8,Θηρωνίδης,Θηρωνίδης,n-s---mn-
Leuven|1925|5|9,9,Δρόμωνα,Δρόμων,n-s---ma-
Leuven|1925|5|10,10,ὅπως,ὅπως,c--------
Leuven|1925|5|11,11,ταῦτα,οὗτος,p-p---na-
Leuven|1925|5|12,12,δηλώσηι,δηλόω,v3sasa---
Leuven|1925|5|13,13,Ἀπολλωνίωι,Ἀπολλώνιος,n-s---md-
Leuven|1925|5|14,14,",",",",u--------
Leuven|1925|5|15,15,ἵνα,ἵνα,c--------
Leuven|1925|5|16,16,ἡμῖν,ἐγώ,p1p---cd-
Leuven|1925|5|17,17,βοηθήσηι,βοηθέω,v3sasa---
Leuven|1925|5|18,18,καὶ,καί,b--------
Leuven|1925|5|19,19,ἀπολύσηι,ἀπολύω,v3sasa---
Leuven|1925|5|20,20,με,ἐγώ,p1s---ca-
Leuven|1925|5|21,21,τῆς,ὁ,l-s---fg-
Leuven|1925|5|22,22,ἐκδοχείας,ἐκδοχεία,n-s---fg-
Leuven|1925|5|23,23,ταύτης,οὗτος,p-s---fg-
Leuven|1925|5|24,24,.,.,u--------
