@ref,@id,@form,@lemma,@postag
Leuven|304|2|1,1,ἐξωρμήκαμεν,ἐξορμάω,v1pria---
Leuven|304|2|2,2,ἐκ,ἐκ,r--------
Leuven|304|2|3,3,Λατωνπόλεως,Λατώνπολις,n-s---fg-
Leuven|304|2|4,4,ἀντιληψόμενοι,ἀντιλαμβάνω,v-pfpmmn-
Leuven|304|2|5,5,τῶν,ὁ,l-p---ng-
Leuven|304|2|6,6,ἐνεστηκότων,ἐνίστημι,v-prpang-
Leuven|304|2|7,7,κατά,κατά,r--------
Leuven|304|2|8,8,τό,ὁ,l-s---na-
Leuven|304|2|9,9,συμφέρον,συμφέρω,v-sppana-
Leuven|304|2|10,10,τοῖς,ὁ,l-p---nd-
Leuven|304|2|11,11,πράγμασι,πρᾶγμα,n-p---nd-
Leuven|304|2|12,12,καί,καί,b--------
Leuven|304|2|13,13,γεγραφότες,γράφω,v-prpamn-
Leuven|304|2|14,14,τοῖς,ὁ,l-p---md-
Leuven|304|2|15,15,κατοικοῦσι,κατοικέω,v-pppamd-
Leuven|304|2|16,16,συγγίνεσθαι,συγγίγνομαι,v--pne---
Leuven|304|2|17,17,σοι,σύ,p2s---cd-
Leuven|304|2|18,18,.,.,u--------
