@ref,@id,@form,@lemma,@postag
Leuven|30385|7|1,1,ὅθεν,ὅθεν,d--------
Leuven|30385|7|2,2,εἰ,εἰ,c--------
Leuven|30385|7|3,3,εἰς,εἰς,r--------
Leuven|30385|7|4,4,ἄλλην,ἄλλος,p-s---fa-
Leuven|30385|7|5,5,χρείαν,χρεία,n-s---fa-
Leuven|30385|7|6,6,λαμβάνεις,λαμβάνω,v2spia---
Leuven|30385|7|7,7,δυναμένην,δύναμαι,v-sppefa-
Leuven|30385|7|8,8,ἡμᾶς,ἐγώ,p1p---ca-
Leuven|30385|7|9,9,ὠφελῆσαι,ὠφελέω,v--ana---
Leuven|30385|7|10,10,",",",",u--------
Leuven|30385|7|11,11,καλῶς,καλός,d--------
Leuven|30385|7|12,12,ποιεῖς,ποιέω,v2spia---
Leuven|30385|7|13,13,.,.,u--------
