@ref,@id,@form,@lemma,@postag
Leuven|21597|3|1,1,πλήν,πλήν,d--------
Leuven|21597|3|2,2,ἐάν,ἐάν,c--------
Leuven|21597|3|3,3,διά,διά,r--------
Leuven|21597|3|4,4,ἀμέλειαν,ἀμέλεια,n-s---fa-
Leuven|21597|3|5,5,τινά,τις,p-s---ca-
Leuven|21597|3|6,6,καταλάβῃ,καταλαμβάνω,v3sasa---
Leuven|21597|3|7,7,",",",",u--------
Leuven|21597|3|8,8,σπούδασον,σπουδάζω,v2sama---
Leuven|21597|3|9,9,πάραυτα,πάραυτα,d--------
Leuven|21597|3|10,10,τόν,ὁ,l-s---ma-
Leuven|21597|3|11,11,ναύτην,ναύτης,n-s---ma-
Leuven|21597|3|12,12,ἐπί,ἐπί,r--------
Leuven|21597|3|13,13,τήν,ὁ,l-s---fa-
Leuven|21597|3|14,14,πόλιν,πόλις,n-s---fa-
Leuven|21597|3|15,15,ἅμα,ἅμα,r--------
Leuven|21597|3|16,16,τῷ,ὁ,l-s---md-
Leuven|21597|3|17,17,πεμφθέντι,πέμπω,v-sappmd-
Leuven|21597|3|18,18,συμμάχῳ,σύμμαχος,a-s---md-
Leuven|21597|3|19,19,ἐκπέμψαι,ἐκπέμπω,v--ana---
Leuven|21597|3|20,20,.,.,u--------
